plugin,formid,editor_id,name,archetype,actor_value,magic_skill,resist_value,cast_type,target_type,flags,modding_read,validation
Skyrim.esm,Skyrim.esm:0D9DAF,NightEyeEffectDispel,Night Eye Dispel,Script,None,None,None,FireAndForget,Self,"DispelWithKeywords, NoDuration, NoArea, NoRecast, NoHitEffect",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:10F84C,NN01PerkEffect,Sinderion's Serendipity,ValueModifier,Health,None,None,ConstantEffect,Self,"NoDuration, NoMagnitude",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:01EA6E,ParalysisFFAimed,Paralyze,Paralysis,Paralysis,Alteration,None,FireAndForget,Aimed,"Hostile, Recover, NoMagnitude, FXPersist, PowerAffectsDuration",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:06F702,ParalysisFFContact,Paralyze,Paralysis,Paralysis,Alteration,None,FireAndForget,Touch,"Hostile, Recover, NoMagnitude, FXPersist, PowerAffectsDuration",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0B62E5,ParalysisFFSelfArea,Paralyze,Paralysis,Paralysis,Alteration,None,FireAndForget,Self,"Hostile, Recover, NoMagnitude, FXPersist, PowerAffectsDuration",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:09AA3F,ParalysisSprigganDeath,Paralyze,Paralysis,Paralysis,Alteration,None,FireAndForget,Self,"Hostile, Recover, NoMagnitude, FXPersist, PowerAffectsDuration",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:106AEB,PerkArgonianFortifyHealRateNonCombat,Fortified Healing,PeakValueModifier,HealRate,None,None,FireAndForget,Self,"Recover, NoArea, FXPersist, PowerAffectsMagnitude, Painless",reward/neglect magnitude reference,extracted
Skyrim.esm,Skyrim.esm:104AB5,PerkArmorFFSelf30,Armor 30 Perk bonus,PeakValueModifier,DamageResist,Alteration,None,FireAndForget,Self,"Recover, NoArea, FXPersist, HideInUI, PowerAffectsDuration",reward/neglect magnitude reference,extracted
Skyrim.esm,Skyrim.esm:104ABA,PerkArmorFFSelf50,Armor 50 Perk bonus,PeakValueModifier,DamageResist,Alteration,None,FireAndForget,Self,"Recover, NoArea, FXPersist, HideInUI, PowerAffectsDuration",reward/neglect magnitude reference,extracted
Skyrim.esm,Skyrim.esm:104AB9,PerkArmorFFSelf70,Armor 70 Perk bonus,PeakValueModifier,DamageResist,Alteration,None,FireAndForget,Self,"Recover, NoArea, FXPersist, HideInUI, PowerAffectsDuration",reward/neglect magnitude reference,extracted
Skyrim.esm,Skyrim.esm:0A3F62,PerkAvoidDeath,Avoid Death,Script,None,Restoration,None,ConstantEffect,Self,"Recover, NoDuration, NoArea, HideInUI, PowerAffectsMagnitude",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0C367A,PerkBleedingDamage,Bleeding Damage,ValueModifier,Health,None,None,FireAndForget,Touch,"Detrimental, HideInUI",neglect/price effect reference,extracted
Skyrim.esm,Skyrim.esm:0CAB61,PerkDarkSoulsDeadThrallEffect,Dark SoulsDead Thrall,Script,None,Restoration,None,FireAndForget,Aimed,"Recover, DispelWithKeywords, NoArea, HideInUI, PowerAffectsMagnitude, NoDeathDispel",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0CAB64,PerkDarkSoulsDreadZombieEffect,Dark Souls Dread Zombie,Script,None,Restoration,None,FireAndForget,Aimed,"Recover, DispelWithKeywords, NoArea, HideInUI, PowerAffectsMagnitude, NoDeathDispel",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0CAB63,PerkDarkSoulsReanimateEffect,Dark Souls Reanimate Corpse,ValueModifier,Health,Restoration,None,FireAndForget,Aimed,"Recover, DispelWithKeywords, NoArea, HideInUI, PowerAffectsMagnitude, NoDeathDispel",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0CAB62,PerkDarkSoulsRevenantEffect,Dark Souls Revenant,Script,None,Restoration,None,FireAndForget,Aimed,"Recover, DispelWithKeywords, NoArea, HideInUI, PowerAffectsMagnitude, NoDeathDispel",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:101061,PerkDarkSoulsRevenantEffectNPC,Dark Souls Revenant,Script,None,Restoration,None,FireAndForget,TargetActor,"Recover, DispelWithKeywords, NoArea, HideInUI, PowerAffectsMagnitude, NoDeathDispel",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:09CD50,PerkDarkSoulsZombieEffect,Dark Souls Zombie,Script,None,Restoration,None,FireAndForget,Aimed,"Recover, DispelWithKeywords, NoArea, HideInUI, PowerAffectsMagnitude, NoDeathDispel",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0F3934,PerkDeepFreezeParalysisConcAimed,Deep Freeze Paralyze,Paralysis,Paralysis,Alteration,None,Concentration,Aimed,"Hostile, Recover, NoMagnitude, FXPersist, HideInUI, PowerAffectsDuration",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0F3932,PerkDeepFreezeParalysisFFAimed,Deep Freeze Paralyze,Paralysis,Paralysis,Alteration,None,FireAndForget,Aimed,"Hostile, Recover, NoMagnitude, FXPersist, HideInUI, PowerAffectsDuration",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0F3935,PerkDeepFreezeParalysisFFAimedArea15,Deep Freeze Paralyze,Paralysis,Paralysis,Alteration,None,FireAndForget,Aimed,"Hostile, Recover, NoMagnitude, FXPersist, HideInUI, PowerAffectsDuration",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0F3936,PerkDeepFreezeParalysisFFSelfArea40,On Ice Paralyze,Paralysis,Paralysis,Alteration,None,FireAndForget,Self,"Hostile, Recover, NoMagnitude, FXPersist, HideInUI, PowerAffectsDuration",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:09CD4B,PerkDisarmEffect,Disarm,Disarm,None,Destruction,None,FireAndForget,Touch,"Hostile, HideInUI",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0F3F0C,PerkDisintegrateConcAimed,Disintegrate,ValueModifier,Health,Destruction,ResistShock,Concentration,Aimed,"Hostile, Detrimental, NoArea, FXPersist, HideInUI, PowerAffectsMagnitude, NoDeathDispel",reward/neglect magnitude reference,extracted
Skyrim.esm,Skyrim.esm:0F3F10,PerkDisintegrateConcAimedArea100,Disintegrate,ValueModifier,Health,Destruction,ResistShock,Concentration,Aimed,"Hostile, Detrimental, FXPersist, HideInUI, PowerAffectsMagnitude, NoDeathDispel",reward/neglect magnitude reference,extracted
Skyrim.esm,Skyrim.esm:0F3F0D,PerkDisintegrateFFAimed,Disintegrate,ValueModifier,Health,Destruction,ResistShock,FireAndForget,Aimed,"Hostile, Detrimental, NoArea, FXPersist, HideInUI, PowerAffectsMagnitude, NoDeathDispel",reward/neglect magnitude reference,extracted
Skyrim.esm,Skyrim.esm:0F3F0F,PerkDisintegrateFFAimedArea,Disintegrate,ValueModifier,Health,Destruction,ResistShock,FireAndForget,Aimed,"Hostile, Detrimental, FXPersist, HideInUI, PowerAffectsMagnitude, NoDeathDispel",reward/neglect magnitude reference,extracted
Skyrim.esm,Skyrim.esm:108A3E,PerkDualFlurryWeaponSpeed,DualFlurry,DualValueModifier,WeaponSpeedMult,None,None,ConstantEffect,Self,"Recover, NoDuration, HideInUI",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:10E4FA,PerkElementalProtectionResistFire,Resist Fire,ValueModifier,ResistFire,None,None,ConstantEffect,Self,"Recover, NoDuration, HideInUI, PowerAffectsMagnitude",reward/neglect magnitude reference,extracted
Skyrim.esm,Skyrim.esm:10E4FB,PerkElementalProtectionResistFrost,Resist Frost,ValueModifier,ResistFrost,None,None,ConstantEffect,Self,"Recover, NoDuration, HideInUI, PowerAffectsMagnitude",reward/neglect magnitude reference,extracted
Skyrim.esm,Skyrim.esm:10E4FC,PerkElementalProtectionResistShock,Resist Shock,ValueModifier,ResistShock,None,None,ConstantEffect,Self,"Recover, NoDuration, HideInUI, PowerAffectsMagnitude",reward/neglect magnitude reference,extracted
Skyrim.esm,Skyrim.esm:096591,PerkExtraPocketsConstantSelf,Extra Pockets,PeakValueModifier,CarryWeight,Restoration,None,ConstantEffect,Self,"Recover, NoDuration, NoArea, HideInUI, PowerAffectsMagnitude",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0AF667,PerkFenceEffect,Fence,ValueModifier,BypassVendorStolenCheck,Alteration,None,ConstantEffect,Self,"Recover, HideInUI",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:10C4E6,PerkFistsOfSteelUnarmedDamage,Fortify Unarmed Damage,PeakValueModifier,UnarmedDamage,Alteration,DamageResist,ConstantEffect,Self,"Recover, NoDuration, NoArea, HideInUI, PowerAffectsMagnitude",reward/neglect magnitude reference,extracted
Skyrim.esm,Skyrim.esm:0C1E98,PerkGrandmaster1HParalysisFFSelf,Paralyze,Paralysis,Paralysis,Alteration,None,FireAndForget,Touch,"Hostile, Recover, NoMagnitude, FXPersist, HideInUI, PowerAffectsDuration",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0C1E9A,PerkGrandmaster2HParalysisFFSelf,Paralyze,Paralysis,Paralysis,Alteration,None,FireAndForget,Touch,"Hostile, Recover, NoMagnitude, FXPersist, HideInUI, PowerAffectsDuration",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0153D3,PerkImpactStaggerPushFFAimed,Perk Impact Stagger,Stagger,None,Restoration,None,FireAndForget,Aimed,HideInUI,magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0F392F,PerkIntenseFlamesConfDownConcAimed,Intense Flames Fear,Demoralize,Confidence,Illusion,None,Concentration,Aimed,"Hostile, Recover, DispelWithKeywords, NoArea, FXPersist, HideInUI, PowerAffectsDuration",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0F392D,PerkIntenseFlamesConfDownFFAimed,Intense Flames Fear,Demoralize,Confidence,Illusion,None,FireAndForget,Aimed,"Hostile, Recover, DispelWithKeywords, NoArea, FXPersist, HideInUI, PowerAffectsDuration",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0F3930,PerkIntenseFlamesConfDownFFAimedArea,Intense Flames Rout,Demoralize,Confidence,Illusion,None,FireAndForget,Aimed,"Hostile, Recover, DispelWithKeywords, FXPersist, HideInUI, PowerAffectsDuration",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0F3931,PerkIntenseFlamesConfDownFFSelfArea100,It Burns Hysteria,Demoralize,Confidence,Illusion,None,FireAndForget,Self,"Hostile, Recover, DispelWithKeywords, FXPersist, HideInUI, PowerAffectsDuration",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0A6A3B,PerkMagickaRecovery,Recover Magicka,PeakValueModifier,MagickaRateMult,Restoration,None,ConstantEffect,Self,"Recover, NoArea, HideInUI, PowerAffectsMagnitude",reward/neglect magnitude reference,extracted
Skyrim.esm,Skyrim.esm:09E0BB,PerkMasterMindAggDownFFAimed,Charm - Master of the Mind,Calm,Aggression,Illusion,None,FireAndForget,Aimed,"Recover, DispelWithKeywords, NoArea, FXPersist, HideInUI, PowerAffectsMagnitude",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:09E0BC,PerkMasterMindAggDownFFAimedArea,Mass Charm - Master of the Mind,Calm,Aggression,Illusion,None,FireAndForget,Aimed,"Recover, DispelWithKeywords, FXPersist, HideInUI, PowerAffectsMagnitude, Painless",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:09E0BD,PerkMasterMindAggDownFFSelfArea250,Beloved - Master of the Mind,Calm,Aggression,Illusion,None,FireAndForget,Self,"Recover, DispelWithKeywords, FXPersist, HideInUI, PowerAffectsMagnitude",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:09E0BE,PerkMasterMindAggUpFFAimed,Fury - Master of the Mind,Frenzy,Aggression,Illusion,None,FireAndForget,Aimed,"Recover, DispelWithKeywords, NoArea, FXPersist, HideInUI, PowerAffectsMagnitude, Painless",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:09E0BF,PerkMasterMindAggUpFFAimedArea,Frenzy - Master of the Mind,Frenzy,Aggression,Illusion,None,FireAndForget,Aimed,"Recover, DispelWithKeywords, FXPersist, HideInUI, PowerAffectsMagnitude, Painless",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:09E0C0,PerkMasterMindAggUpFFSelfArea250,Mayhem - Master of the Mind,Frenzy,Aggression,Illusion,None,FireAndForget,Self,"Hostile, Recover, DispelWithKeywords, FXPersist, HideInUI, PowerAffectsMagnitude, Painless",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:050CF4,PerkMasterMindAreaFortifyHealth100,Fortify Health - Master of the Mind,PeakValueModifier,Health,Illusion,None,FireAndForget,Self,"Recover, HideInUI, PowerAffectsDuration",reward/neglect magnitude reference,extracted
Skyrim.esm,Skyrim.esm:050CF0,PerkMasterMindAreaFortifyHealth50,Fortify Health - Master of the Mind,PeakValueModifier,Health,Illusion,None,FireAndForget,Aimed,"Recover, HideInUI, PowerAffectsDuration",reward/neglect magnitude reference,extracted
Skyrim.esm,Skyrim.esm:050CF5,PerkMasterMindAreaFortifyStamina100,Fortify Stamina - Master of the Mind,PeakValueModifier,Stamina,Illusion,None,FireAndForget,Self,"Recover, HideInUI, PowerAffectsDuration",reward/neglect magnitude reference,extracted
Skyrim.esm,Skyrim.esm:050CF1,PerkMasterMindAreaFortifyStamina50,Fortify Stamina - Master of the Mind,PeakValueModifier,Stamina,Illusion,None,FireAndForget,Aimed,"Recover, HideInUI, PowerAffectsDuration",reward/neglect magnitude reference,extracted
Skyrim.esm,Skyrim.esm:09E0C1,PerkMasterMindConfDownFFAimed,Fear - Master of the Mind,Demoralize,Confidence,Illusion,None,FireAndForget,Aimed,"Hostile, Recover, DispelWithKeywords, NoArea, FXPersist, HideInUI, PowerAffectsMagnitude",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:09E0C2,PerkMasterMindConfDownFFAimedArea,Rout - Master of the Mind,Demoralize,Confidence,Illusion,None,FireAndForget,Aimed,"Hostile, Recover, DispelWithKeywords, FXPersist, HideInUI, PowerAffectsMagnitude",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:09E0C3,PerkMasterMindConfDownFFSelfArea250,Hysteria - Master of the Mind,Demoralize,Confidence,Illusion,None,FireAndForget,Self,"Hostile, Recover, DispelWithKeywords, FXPersist, HideInUI, PowerAffectsMagnitude",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:09E0C4,PerkMasterMindConfUpFFAimed,Courage - Master of the Mind,Rally,Confidence,Illusion,None,FireAndForget,Aimed,"Recover, DispelWithKeywords, NoArea, FXPersist, HideInUI, PowerAffectsDuration, Painless",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:09E0C5,PerkMasterMindConfUpFFAimedArea,Rally - Master of the Mind,Rally,Confidence,Illusion,None,FireAndForget,Aimed,"Recover, DispelWithKeywords, FXPersist, HideInUI, PowerAffectsDuration, Painless",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:050CEC,PerkMasterMindFortifyHealth00,Fortify Health - Master of the Mind,PeakValueModifier,Health,Illusion,None,FireAndForget,Aimed,"Recover, HideInUI, PowerAffectsDuration",reward/neglect magnitude reference,extracted
Skyrim.esm,Skyrim.esm:050CED,PerkMasterMindFortifyStamina00,Fortify Stamina - Master of the Mind,PeakValueModifier,Stamina,Illusion,None,FireAndForget,Aimed,"Recover, HideInUI, PowerAffectsDuration",reward/neglect magnitude reference,extracted
Skyrim.esm,Skyrim.esm:0AF669,PerkMerchantEffect,Merchant,ValueModifier,BypassVendorKeywordCheck,Alteration,None,ConstantEffect,Self,"Recover, HideInUI",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:09379B,PerkMuffleConstantSelf,Muffle,ValueModifier,MovementNoiseMult,Illusion,None,ConstantEffect,Self,"Recover, DispelWithKeywords, NoArea, FXPersist, HideInUI, PowerAffectsDuration, Painless",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0D799D,PerkOblivionBindingFFContact,Banish Summoned,Banish,Confidence,Conjuration,None,FireAndForget,Touch,"Hostile, NoDuration, NoArea, HideInUI, PowerAffectsMagnitude",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0954D4,PerkPoisonerConstantSelf,Restore Stamina,ValueModifier,PoisonResist,Restoration,None,ConstantEffect,Self,"Recover, HideInUI, PowerAffectsMagnitude",reward/neglect magnitude reference,extracted
Skyrim.esm,Skyrim.esm:0D8C32,PerkQuickReflexesEffect,Slow Time Effect,SlowTime,None,None,None,FireAndForget,Touch,"NoArea, HideInUI, NoRecast",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:105F17,PerkQuickShot,Quick Shot,ValueModifier,WeaponSpeedMult,None,None,ConstantEffect,Self,"Recover, NoArea, HideInUI, PowerAffectsMagnitude",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:108A41,PerkReflectBlows,Reflect Blows,PeakValueModifier,ReflectDamage,None,None,ConstantEffect,Self,"Recover, NoDuration, HideInUI",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:04E93E,PerkRestoreStaminaConcActor,Restore Stamina,ValueModifier,Stamina,Restoration,None,Concentration,TargetActor,"FXPersist, HideInUI, PowerAffectsMagnitude",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:04250D,PerkRestoreStaminaConcSelf,Restore Stamina,ValueModifier,Stamina,Restoration,None,Concentration,Self,"FXPersist, HideInUI, PowerAffectsMagnitude",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:04E93F,PerkRestoreStaminaFFActor,Restore Stamina,ValueModifier,Stamina,Restoration,None,FireAndForget,TargetActor,"NoDuration, NoArea, FXPersist, HideInUI, PowerAffectsMagnitude",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:04250E,PerkRestoreStaminaFFSelf,Restore Stamina,ValueModifier,Stamina,Restoration,None,FireAndForget,Self,"NoDuration, NoArea, FXPersist, HideInUI, PowerAffectsMagnitude",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0B62F2,PerkRestoreStaminaFFSelfArea,Restore Stamina Area,ValueModifier,Stamina,Restoration,None,FireAndForget,Self,"NoDuration, FXPersist, HideInUI, PowerAffectsMagnitude",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:09E0C7,PerkRestoreStaminaMysticConcActor,Restore Stamina - Mystic,ValueModifier,Stamina,Restoration,None,Concentration,TargetActor,"FXPersist, HideInUI, PowerAffectsMagnitude",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:09E0C6,PerkRestoreStaminaSupernaturalFFActor,Restore Stamina - Supernatural,ValueModifier,Stamina,Restoration,None,FireAndForget,TargetActor,"NoDuration, NoArea, FXPersist, HideInUI, PowerAffectsMagnitude",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:026D7A,PerkShadowWarriorInvisibillityFFContact,Shadow Warrior Invisibility,Invisibility,Invisibility,Illusion,None,FireAndForget,Touch,"Recover, NoMagnitude, NoArea, FXPersist, HideInUI, PowerAffectsDuration",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0D799F,PerkSoulStealerFFContact,Soul Trap,SoulTrap,None,Conjuration,None,FireAndForget,Touch,"Hostile, Recover, NoMagnitude, NoArea, FXPersist, HideInUI, PowerAffectsDuration",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:103AD7,PerkSteadyHandTimeSlowdown,Time Slowdown,ValueModifier,BowSpeedBonus,None,None,ConstantEffect,Self,"Recover, Detrimental, NoArea, HideInUI, PowerAffectsMagnitude",neglect/price effect reference,extracted
Skyrim.esm,Skyrim.esm:04E945,PerkSummonFlameAtronachPotent,Conjure Potent Flame Atronach,SummonCreature,None,Conjuration,None,FireAndForget,TargetLocation,"SnapToNavmesh, NoMagnitude, NoArea, FXPersist, PowerAffectsDuration, NoHitEffect",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:10EE4A,PerkSummonFrostAtronachNPCPotent,Conjure Potent Frost Atronach,SummonCreature,None,Conjuration,None,FireAndForget,TargetLocation,"SnapToNavmesh, NoMagnitude, NoArea, FXPersist, HideInUI, PowerAffectsDuration, NoHitEffect",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:10EE40,PerkSummonFrostAtronachPCPotent,Conjure Potent Frost Atronach,SummonCreature,None,Conjuration,None,FireAndForget,TargetLocation,"SnapToNavmesh, NoMagnitude, NoArea, FXPersist, HideInUI, PowerAffectsDuration, NoHitEffect",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:04E946,PerkSummonFrostAtronachPotent,Conjure Potent Frost Atronach,SummonCreature,None,Conjuration,None,FireAndForget,TargetLocation,"SnapToNavmesh, NoMagnitude, NoArea, FXPersist, PowerAffectsDuration, NoHitEffect",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:10EE4B,PerkSummonStormAtronachNPCPotent,Potency: Conjure Storm Atronach,SummonCreature,None,Conjuration,None,FireAndForget,TargetLocation,"SnapToNavmesh, NoMagnitude, NoArea, FXPersist, HideInUI, PowerAffectsDuration, NoHitEffect",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:10EE44,PerkSummonStormAtronachPCPotent,Potency: Conjure Storm Atronach,SummonCreature,None,Conjuration,None,FireAndForget,TargetLocation,"SnapToNavmesh, NoMagnitude, NoArea, FXPersist, HideInUI, PowerAffectsDuration, NoHitEffect",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:04E947,PerkSummonStormAtronachPotent,Potency: Conjure Storm Atronach,SummonCreature,None,Conjuration,None,FireAndForget,TargetLocation,"SnapToNavmesh, NoMagnitude, NoArea, FXPersist, PowerAffectsDuration, NoHitEffect",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0728BF,PerkT01Dibella,Agent of Dibella,Script,None,None,None,ConstantEffect,Self,PowerAffectsMagnitude,magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0CC798,PerkT02Mara,Agent of Mara,ValueModifier,ResistMagic,None,None,ConstantEffect,Self,"Recover, NoArea, HideInUI, PowerAffectsMagnitude",reward/neglect magnitude reference,extracted
Skyrim.esm,Skyrim.esm:105F1B,PerkTrickShotDisarm,Trick Shot Disarm,Disarm,None,None,None,FireAndForget,Touch,"Hostile, FXPersist, HideInUI",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0E826D,PerkTurnUndeadFFContact,Turn Raised Undead,TurnUndead,Confidence,Restoration,None,FireAndForget,Touch,"Recover, FXPersist, HideInUI, PowerAffectsDuration",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:106255,PerkWarmasterEffect,Knockdown Effect,Stagger,None,Destruction,None,FireAndForget,Touch,"Hostile, HideInUI",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0954D6,PertAtronachEffect,Absorb Magicka,ValueModifier,AbsorbChance,Destruction,ResistMagic,ConstantEffect,Self,"Recover, NoArea, HideInUI, PowerAffectsMagnitude",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0F5B57,PlayerVampireAbsorbHealthConcAimed,Drain Health,Absorb,Health,Destruction,ResistMagic,Concentration,Aimed,"Hostile, Detrimental, NoArea, FXPersist, PowerAffectsMagnitude, NoDeathDispel",curse/disease overlay,extracted
Skyrim.esm,Skyrim.esm:106395,PlayerWerewolfVictimEffect,Werewolf Victim Effect,WerewolfFeed,None,None,None,FireAndForget,Touch,0,curse/disease overlay,extracted
Skyrim.esm,Skyrim.esm:0D4FF1,POI_IceFormEffect,Ice Form,Paralysis,Paralysis,None,None,ConstantEffect,Self,"Hostile, Recover, NoDuration, NoMagnitude, FXPersist, NoDeathDispel",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0B8F30,PowerDarkElfFireCloakFFSelf,Ancestor's Wrath,Cloak,None,Destruction,ResistFire,FireAndForget,Self,"DispelWithKeywords, NoArea, FXPersist, NoRecast, PowerAffectsMagnitude, NoDeathDispel",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0E40D6,RaceArgonianFortifyHealthRate,Regenerate Health,PeakValueModifier,CombatHealthRegenMultiply,None,None,FireAndForget,Self,"Recover, NoArea, FXPersist, PowerAffectsMagnitude",reward/neglect magnitude reference,extracted
Skyrim.esm,Skyrim.esm:0E40C6,RaceBretonAbsorbSpellChance,Spell Absorption,PeakValueModifier,AbsorbChance,None,None,FireAndForget,Self,Recover,magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0E40C7,RaceHighElfFortifyMagickaRate,Regenerate Magicka,PeakValueModifier,MagickaRate,None,None,FireAndForget,Self,"Recover, NoArea, FXPersist, PowerAffectsMagnitude",reward/neglect magnitude reference,extracted
Skyrim.esm,Skyrim.esm:10EAD0,RaceImperialLuckEffect,Imperial Luck,Script,None,None,None,ConstantEffect,Self,0,magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0E40C9,RaceImperialPacify,Pacify,Calm,Aggression,None,None,FireAndForget,Self,"Recover, NoHitEvent, DispelWithKeywords, FXPersist, NoRecast, PowerAffectsDuration, Painless",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:10C4E7,RaceKhajiitUnarmedDamage,Claws,PeakValueModifier,UnarmedDamage,Alteration,None,ConstantEffect,Self,"Recover, NoDuration, NoArea, PowerAffectsMagnitude",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0E40C2,RaceNordBattleCryEffect,Battle Cry,Demoralize,Confidence,None,None,FireAndForget,Self,"Hostile, Recover, DispelWithKeywords, FXPersist, PowerAffectsMagnitude",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0E40BF,RaceOrcBerserkEffect,Berserk,Script,None,None,None,FireAndForget,Self,"Recover, NoArea, FXPersist, PowerAffectsMagnitude",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:0E40CD,RaceRedguardFortifyStaminaRate,Regenerate Stamina,PeakValueModifier,StaminaRate,None,None,FireAndForget,Self,"Recover, NoArea, PowerAffectsMagnitude",reward/neglect magnitude reference,extracted
Skyrim.esm,Skyrim.esm:0E40D0,RaceWoodElfCommandAnimal,Command Animal,Script,None,None,None,FireAndForget,Self,"Recover, DispelWithKeywords, FXPersist, PowerAffectsDuration",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:065BD6,ReanimateFFAimed0,Reanimate,Reanimate,None,Conjuration,None,FireAndForget,Aimed,"Recover, FXPersist, PowerAffectsDuration",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:096D0B,ReanimateFFAimed25,Reanimate,Reanimate,None,Conjuration,None,FireAndForget,Aimed,"Recover, FXPersist, PowerAffectsDuration",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:096D0C,ReanimateFFAimed50,Reanimate,Reanimate,None,Conjuration,None,FireAndForget,Aimed,"Recover, FXPersist, PowerAffectsDuration",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:096D0D,ReanimateFFAimed75,Reanimate,Reanimate,None,Conjuration,None,FireAndForget,Aimed,"Recover, FXPersist, PowerAffectsDuration",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:016B4B,ReanimateFFTargetActor0,Reanimate,Reanimate,None,Conjuration,None,FireAndForget,TargetActor,"Recover, FXPersist, PowerAffectsDuration",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:016C0F,ReanimateFFTargetActor25,Reanimate,Reanimate,None,Conjuration,None,FireAndForget,TargetActor,"Recover, FXPersist, PowerAffectsDuration",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:016C3B,ReanimateFFTargetActor50,Reanimate,Reanimate,None,Conjuration,None,FireAndForget,TargetActor,"Recover, FXPersist, PowerAffectsDuration",magic effect palette,extracted
Skyrim.esm,Skyrim.esm:016C3D,ReanimateFFTargetActor75,Reanimate,Reanimate,None,Conjuration,None,FireAndForget,TargetActor,"Recover, FXPersist, PowerAffectsDuration",magic effect palette,extracted
