plugin,formid,editor_id,name,spell_type,cast_type,target_type,effects,modding_use,validation
Skyrim.esm,Skyrim.esm:0A1A4F,crWerewolfUnarmedDamage05,Werewolf Claws,Ability,ConstantEffect,Self,AbFortifyUnarmedDamage (Skyrim.esm:0424E2)|mag=20|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0A1A57,crWerewolfUnarmedDamage06,Werewolf Claws,Ability,ConstantEffect,Self,AbFortifyUnarmedDamage (Skyrim.esm:0424E2)|mag=25|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:081183,DA02ArmorAbility,Boethiah's Blessing,Ability,ConstantEffect,Self,DA02ArmorPoisonCloak (Skyrim.esm:081182)|mag=10|area=0|dur=0,blessing spell/effect source,candidate-extracted
Skyrim.esm,Skyrim.esm:0B877C,DiseaseAtaxia,Ataxia,Disease,ConstantEffect,Touch,DisDamagePickpocketLockpick (Skyrim.esm:0B8775)|mag=25|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0B877E,DiseaseBoneBreakFever,Bone Break Fever,Disease,ConstantEffect,Touch,DisDamageStamina (Skyrim.esm:0B8776)|mag=25|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0B877F,DiseaseBrainRot,Brain Rot,Disease,ConstantEffect,Touch,DisDamageMagicka (Skyrim.esm:0B8777)|mag=25|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0B8781,DiseaseRattles,Rattles,Disease,ConstantEffect,Touch,DisDamageStaminaRegen (Skyrim.esm:0B8779)|mag=2.5|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0B8782,DiseaseRockjoint,Rockjoint,Disease,ConstantEffect,Touch,DisDamageOnehandedTwohanded (Skyrim.esm:0B877A)|mag=25|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0B8780,DiseaseSanguinareVampiris,Sanguinare Vampiris,Disease,ConstantEffect,Touch,DisDamageHealthVampire (Skyrim.esm:0B8778)|mag=25|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0B8783,DiseaseWitbane,Witbane,Disease,ConstantEffect,Touch,DisDamageMagickaRegen (Skyrim.esm:0B877B)|mag=0.5|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0E5F4E,doomApprenticeAbility,The Apprentice Stone,Ability,ConstantEffect,Self,doomMagickaRecoveryAbility (Skyrim.esm:10F20E)|mag=100|area=0|dur=0,standing-stone pattern,candidate-extracted
Skyrim.esm,Skyrim.esm:10E439,doomApprenticeNegativeAbility,The Apprentice Stone,Ability,ConstantEffect,Self,AbWeaknessMagicConstant (Skyrim.esm:0F0EA7)|mag=100|area=0|dur=0,standing-stone pattern,candidate-extracted
Skyrim.esm,Skyrim.esm:0E5F51,doomAtronachAbility,The Atronach Stone,Ability,ConstantEffect,Self,doomAtronachEffect (Skyrim.esm:0E5F50)|mag=50|area=0|dur=0; AbDamageMagickaRate (Skyrim.esm:0A1A45)|mag=50|area=0|dur=0; EnchFortifyMagickaConstantSelf (Skyrim.esm:049504)|mag=50|area=0|dur=0,standing-stone pattern,candidate-extracted
Skyrim.esm,Skyrim.esm:0E5F54,doomLadyAbility,The Lady Stone,Ability,ConstantEffect,Self,doomHealthRecoveryEffect (Skyrim.esm:0E5F53)|mag=25|area=0|dur=0; doomStaminaRecoveryEffect (Skyrim.esm:0E5F52)|mag=25|area=0|dur=0,standing-stone pattern,candidate-extracted
Skyrim.esm,Skyrim.esm:0E5F58,doomLordAbility,The Lord Stone,Ability,ConstantEffect,Self,doomLordDamageEffect (Skyrim.esm:0E5F55)|mag=50|area=0|dur=0; doomLordMagicEffect (Skyrim.esm:0E5F56)|mag=25|area=0|dur=0,standing-stone pattern,candidate-extracted
Skyrim.esm,Skyrim.esm:0E5F5A,doomLoverAbility,The Lover Stone,Ability,ConstantEffect,Self,doomLoverEffect (Skyrim.esm:0E5F59)|mag=0|area=0|dur=0,standing-stone pattern,candidate-extracted
Skyrim.esm,Skyrim.esm:0E5F47,doomMageAbility,The Mage Stone,Ability,ConstantEffect,Self,doomMageEffect (Skyrim.esm:0E5F48)|mag=0|area=0|dur=0,standing-stone pattern,candidate-extracted
Skyrim.esm,Skyrim.esm:103A94,doomMagickaRecovery,Apprentice Stone,Ability,ConstantEffect,Self,PerkMagickaRecovery (Skyrim.esm:0A6A3B)|mag=100|area=0|dur=0,standing-stone pattern,candidate-extracted
Skyrim.esm,Skyrim.esm:0E7329,doomRitualAbility,The Ritual Stone,Power,FireAndForget,Touch,doomRitualEffect (Skyrim.esm:0369C9)|mag=75|area=75|dur=200,standing-stone pattern,candidate-extracted
Skyrim.esm,Skyrim.esm:1050EE,doomRitualReanimateSpell,reanimate spell,Spell,FireAndForget,Self,dunReanimateSelfEffect (Skyrim.esm:0E152A)|mag=25|area=75|dur=180,standing-stone pattern,candidate-extracted
Skyrim.esm,Skyrim.esm:0E5F61,doomSerpentAbility,The Serpent Stone,Power,FireAndForget,Aimed,doomSerpentParalyzeEffect (Skyrim.esm:0E5F5B)|mag=0|area=0|dur=5; doomSerpentDoTEffect (Skyrim.esm:0E5F5C)|mag=5|area=0|dur=5,standing-stone pattern,candidate-extracted
Skyrim.esm,Skyrim.esm:0E732A,doomShadowAbility,The Shadow Stone,Power,FireAndForget,Self,doomShadowEffect (Skyrim.esm:0E732B)|mag=0|area=0|dur=60,standing-stone pattern,candidate-extracted
Skyrim.esm,Skyrim.esm:0E5F5E,doomSteedAbility,The Steed Stone,Ability,ConstantEffect,Self,doomSteedEffect (Skyrim.esm:0E5F5D)|mag=100|area=0|dur=0,standing-stone pattern,candidate-extracted
Skyrim.esm,Skyrim.esm:0E5F45,doomThiefAbility,The Thief Stone,Ability,ConstantEffect,Self,doomThiefEffect (Skyrim.esm:0E5F44)|mag=0|area=0|dur=0,standing-stone pattern,candidate-extracted
Skyrim.esm,Skyrim.esm:0E7328,doomTowerAbility,The Tower Stone,Ability,ConstantEffect,Self,doomTowerEffect (Skyrim.esm:0E7327)|mag=0|area=0|dur=0,standing-stone pattern,candidate-extracted
Skyrim.esm,Skyrim.esm:0E5F4C,doomWarriorAbility,The Warrior Stone,Ability,ConstantEffect,Self,doomWarriorEffect (Skyrim.esm:0E5F4B)|mag=0|area=0|dur=0,standing-stone pattern,candidate-extracted
Skyrim.esm,Skyrim.esm:016CF2,DragonVoiceDisarm,Disarm,Voice,FireAndForget,Aimed,DragonVoiceDisarmEffect (Skyrim.esm:016CF3)|mag=99|area=0|dur=0,spell signal/effect candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:016D40,DragonVoiceStormCall,Storm Call - Qo,Voice,FireAndForget,Self,DragonVoiceStormCallEffect (Skyrim.esm:016D41)|mag=100|area=600|dur=30; DragonVoiceStormCallEffectSelf (Skyrim.esm:016D44)|mag=10|area=0|dur=30; VoiceStormCallEmptyAIScriptEffect (Skyrim.esm:0ECEB5)|mag=9|area=0|dur=30,spell signal/effect candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:016D45,DragonVoiceUnrelentingForce,Unrelenting Force - Fus Ro Da,Voice,FireAndForget,Aimed,DragonVoiceUnrelentingForceEffect (Skyrim.esm:016D46)|mag=1|area=0|dur=0,spell signal/effect candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0B2388,dunCGDragonVoiceStormCall,Storm Call - Qo,Voice,FireAndForget,Self,dunCGDragonVoiceStormCallEffectSelf (Skyrim.esm:0B238A)|mag=10|area=0|dur=90; dunCGDragonVoiceStormCallEffect (Skyrim.esm:0B2389)|mag=10|area=150|dur=90,spell signal/effect candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0E4909,dunCGVoiceDragonFire1,Fire Breath,Voice,Concentration,Aimed,dunCGVoiceDragonFireEffect1 (Skyrim.esm:0E4907)|mag=10|area=0|dur=2,spell signal/effect candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0B2386,dunCGVoiceFireboltStorm,Firebolt Storm,Spell,FireAndForget,Aimed,FireDamageStormNoDamageAimed (Skyrim.esm:0E9AC7)|mag=0|area=5|dur=0,spell signal/effect candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:10E948,dunHallOfTheVigilantCureDiseaseSpell,,Spell,FireAndForget,Self,dunHallOfTheVigilantCureDiseaseEffect (Skyrim.esm:10E949)|mag=100|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:06F952,ExpelDaedra,Expel Daedra,Spell,FireAndForget,TargetActor,BanishFFActor75 (Skyrim.esm:06F951)|mag=20|area=0|dur=0; DaedraPushFFActor (Skyrim.esm:06D22D)|mag=100|area=0|dur=0; BanishDmgHealthFFTargetActor (Skyrim.esm:0173DC)|mag=40|area=0|dur=1,spell signal/effect candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0F95EF,ExpelDaedraLeftHand,Expel Daedra,Spell,FireAndForget,TargetActor,BanishFFActor75 (Skyrim.esm:06F951)|mag=20|area=0|dur=0; DaedraPushFFActor (Skyrim.esm:06D22D)|mag=100|area=0|dur=0; BanishDmgHealthFFTargetActor (Skyrim.esm:0173DC)|mag=40|area=0|dur=1,spell signal/effect candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0CE217,HowlWerewolfDetectLife1,Scent Of Blood,Voice,FireAndForget,Self,HowlWerewolfDetectLifeEffect1 (Skyrim.esm:0CF789)|mag=20|area=100|dur=60,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0CF78D,HowlWerewolfDetectLife2,Scent Of Blood,Voice,FireAndForget,Self,HowlWerewolfDetectLifeEffect2 (Skyrim.esm:0CF78A)|mag=20|area=200|dur=120,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0CF78C,HowlWerewolfDetectLife3,Scent Of Blood,Voice,FireAndForget,Self,HowlWerewolfDetectLifeEffect3 (Skyrim.esm:0CF78B)|mag=20|area=300|dur=180,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0CF791,HowlWerewolfFear1,Scent Of Blood,Voice,FireAndForget,Self,HowlWerewolfFearEffect1 (Skyrim.esm:0CF796)|mag=25|area=75|dur=30,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0CF792,HowlWerewolfFear2,Scent Of Blood,Voice,FireAndForget,Self,HowlWerewolfFearEffect2 (Skyrim.esm:0CF797)|mag=20|area=150|dur=30,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0CF793,HowlWerewolfFear3,Scent Of Blood,Voice,FireAndForget,Self,HowlWerewolfFearEffect3 (Skyrim.esm:0CF798)|mag=20|area=250|dur=30,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0CF79D,HowlWerewolfSummonWolves1,Howl Of The Pack,Voice,FireAndForget,Self,HowlWerewolfSummonWolvesEffect1 (Skyrim.esm:0CF79C)|mag=0|area=75|dur=60,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0CF7A0,HowlWerewolfSummonWolves2,Howl Of The Pack,Voice,FireAndForget,Self,HowlWerewolfSummonWolvesEffect2 (Skyrim.esm:0CF7A3)|mag=0|area=75|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0CF7A1,HowlWerewolfSummonWolves3,Howl Of The Pack,Voice,FireAndForget,Self,HowlWerewolfSummonWolvesEffect3 (Skyrim.esm:0CF7A4)|mag=0|area=75|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:10FE1D,L_VoiceDragonFire01,Fire Breath,Voice,Concentration,Aimed,VoiceDragonFireBreathEffect1 (Skyrim.esm:0252C1)|mag=20|area=0|dur=1; VoiceDragonFireBreathEffect1 (Skyrim.esm:0252C1)|mag=30|area=0|dur=2; VoiceDragonFireBreathEffect1 (Skyrim.esm:0252C1)|mag=40|area=0|dur=2; VoiceDragonFireBreathEffect1 (Skyrim.esm:0252C1)|mag=60|area=0|dur=2; VoiceDragonFireBreathEffect1 (Skyrim.esm:0252C1)|mag=100|area=0|dur=2,spell signal/effect candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:10FE1E,L_VoiceDragonFireBall01,Fire Ball,Voice,FireAndForget,Aimed,VoiceDragonFireballEffect1 (Skyrim.esm:0F80FC)|mag=25|area=15|dur=0; VoiceDragonFireballEffect1 (Skyrim.esm:0F80FC)|mag=40|area=15|dur=0; VoiceDragonFireballEffect1 (Skyrim.esm:0F80FC)|mag=55|area=16|dur=0; VoiceDragonFireballEffect1 (Skyrim.esm:0F80FC)|mag=75|area=15|dur=0; VoiceDragonFireballEffect1 (Skyrim.esm:0F80FC)|mag=200|area=15|dur=0,spell signal/effect candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:10FE1F,L_VoiceDragonFrost01,Frost Breath,Voice,Concentration,Aimed,VoiceDragonFrostBreathEffect1 (Skyrim.esm:0549B4)|mag=20|area=0|dur=1; VoiceDragonFrostBreathEffect1 (Skyrim.esm:0549B4)|mag=30|area=0|dur=1; VoiceDragonFrostBreathEffect1 (Skyrim.esm:0549B4)|mag=50|area=0|dur=1; VoiceDragonFrostBreathEffect1 (Skyrim.esm:0549B4)|mag=60|area=0|dur=1; VoiceDragonFrostBreathEffect1 (Skyrim.esm:0549B4)|mag=100|area=0|dur=1; FrostSlowConcAimed (Skyrim.esm:0B729D)|mag=50|area=0|dur=5,spell signal/effect candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:10FE20,L_VoiceDragonFrostBall01,Fire Ball,Voice,FireAndForget,Aimed,VoiceDragonFrostIceStormEffect (Skyrim.esm:0DD605)|mag=25|area=15|dur=0; VoiceDragonFrostIceStormEffect (Skyrim.esm:0DD605)|mag=40|area=15|dur=0; VoiceDragonFrostIceStormEffect (Skyrim.esm:0DD605)|mag=55|area=16|dur=0; VoiceDragonFrostIceStormEffect (Skyrim.esm:0DD605)|mag=75|area=15|dur=0; VoiceDragonFrostIceStormEffect (Skyrim.esm:0DD605)|mag=200|area=15|dur=0,spell signal/effect candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:099F39,MGRSummonDremora,Summon Unbound Dremora,Spell,FireAndForget,TargetLocation,MGRSummonDremoraEffect (Skyrim.esm:099F35)|mag=0|area=0|dur=999,spell signal/effect candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:10E38C,MGRSummonDremoraCOPY0000,Summon Unbound Dremora,Spell,FireAndForget,TargetLocation,MGRSummonDremoraEffect (Skyrim.esm:099F35)|mag=0|area=0|dur=999,spell signal/effect candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:10757E,MQ101DragonVoiceUnrelentingForce,Unrelenting Force - Fus Ro Da,Voice,FireAndForget,Aimed,MQ101DragonVoiceUnrelentingForceEffect (Skyrim.esm:10757F)|mag=1|area=0|dur=0,spell signal/effect candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:02F2DE,MQ105VoicePhantomForm3,Phantom Form - 3,Voice,FireAndForget,TargetLocation,MQ105PhantomForm (Skyrim.esm:02F2DD)|mag=0|area=0|dur=8,spell signal/effect candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0FF8DA,MQAlduinVoiceResurrect,Resurrect,Voice,FireAndForget,Aimed,MQAlduinResurrectEffect (Skyrim.esm:0FF8D9)|mag=1|area=0|dur=0,spell signal/effect candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:10A2DA,MQpathtoHHShrineBlessing,Voice of the Sky,Spell,FireAndForget,Self,MQpathToHHShrineEffect (Skyrim.esm:10A2DB)|mag=0|area=0|dur=86400,blessing spell/effect source,candidate-extracted
Skyrim.esm,Skyrim.esm:0EBB79,newVoiceDragonFire1,Fire Breath,Voice,Concentration,Aimed,newVoiceDragonFireEffect1 (Skyrim.esm:0EBB78)|mag=7|area=0|dur=2,spell signal/effect candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0C5BEA,PerkBleedingSwordDaedric25,Bleeding Damage,Spell,FireAndForget,Touch,PerkBleedingDamage (Skyrim.esm:0C367A)|mag=2|area=0|dur=6,spell signal/effect candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0C5BEB,PerkBleedingSwordDaedric50,Bleeding Damage,Spell,FireAndForget,Touch,PerkBleedingDamage (Skyrim.esm:0C367A)|mag=2|area=0|dur=7,spell signal/effect candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0C5BEC,PerkBleedingSwordDaedric75,Bleeding Damage,Spell,FireAndForget,Touch,PerkBleedingDamage (Skyrim.esm:0C367A)|mag=3|area=0|dur=6,spell signal/effect candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0728C1,PerkDibella,Agent of Dibella,Ability,ConstantEffect,Self,PerkT01Dibella (Skyrim.esm:0728BF)|mag=30|area=0|dur=0,spell signal/effect candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0CC79A,PerkMara,Agent of Mara,Ability,ConstantEffect,Self,AbResistMagic (Skyrim.esm:053124)|mag=15|area=0|dur=0,spell signal/effect candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:106396,PlayerWerewolfFeedVictimSpell,Werewolf Feed Victim,Spell,FireAndForget,Touch,PlayerWerewolfVictimEffect (Skyrim.esm:106395)|mag=100|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:10C6E8,PlayerWerewolfLvl10AndBelowAbility,Werewolf Claws,Ability,ConstantEffect,Self,AbFortifyUnarmedDamage (Skyrim.esm:0424E2)|mag=0|area=0|dur=0; WereFXFeedBloodHolder (Skyrim.esm:10F99E)|mag=10|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:10F186,PlayerWerewolfLvl15AndBelowAbility,Werewolf Claws,Ability,ConstantEffect,Self,AbFortifyUnarmedDamage (Skyrim.esm:0424E2)|mag=5|area=0|dur=0; WereFXFeedBloodHolder (Skyrim.esm:10F99E)|mag=10|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:10C6E9,PlayerWerewolfLvl20AndBelowAbility,Werewolf Claws,Ability,ConstantEffect,Self,AbFortifyUnarmedDamage (Skyrim.esm:0424E2)|mag=15|area=0|dur=0; WereFXFeedBloodHolder (Skyrim.esm:10F99E)|mag=100|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:10F187,PlayerWerewolfLvl25AndBelowAbility,Werewolf Claws,Ability,ConstantEffect,Self,AbFortifyUnarmedDamage (Skyrim.esm:0424E2)|mag=25|area=0|dur=0; WereFXFeedBloodHolder (Skyrim.esm:10F99E)|mag=100|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:10C6EA,PlayerWerewolfLvl30AndBelowAbility,Werewolf Claws,Ability,ConstantEffect,Self,AbFortifyUnarmedDamage (Skyrim.esm:0424E2)|mag=30|area=0|dur=0; WereFXFeedBloodHolder (Skyrim.esm:10F99E)|mag=100|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:10F188,PlayerWerewolfLvl35AndBelowAbility,Werewolf Claws,Ability,ConstantEffect,Self,AbFortifyUnarmedDamage (Skyrim.esm:0424E2)|mag=35|area=0|dur=0; WereFXFeedBloodHolder (Skyrim.esm:10F99E)|mag=100|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:10F189,PlayerWerewolfLvl40AndBelowAbility,Werewolf Claws,Ability,ConstantEffect,Self,AbFortifyUnarmedDamage (Skyrim.esm:0424E2)|mag=40|area=0|dur=0; WereFXFeedBloodHolder (Skyrim.esm:10F99E)|mag=100|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:10F18A,PlayerWerewolfLvl45AndBelowAbility,Werewolf Claws,Ability,ConstantEffect,Self,AbFortifyUnarmedDamage (Skyrim.esm:0424E2)|mag=50|area=0|dur=0; WereFXFeedBloodHolder (Skyrim.esm:10F99E)|mag=100|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:10C6EB,PlayerWerewolfLvl50AndOverAbility,Werewolf Claws,Ability,ConstantEffect,Self,AbFortifyUnarmedDamage (Skyrim.esm:0424E2)|mag=60|area=0|dur=0; WereFXFeedBloodHolder (Skyrim.esm:10F99E)|mag=100|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:104ACF,RaceArgonianResistDisease,Resist Disease,Ability,ConstantEffect,Self,AbResistDisease (Skyrim.esm:0E40D3)|mag=50|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:05AD5D,Stoneflesh,Stoneflesh,Spell,FireAndForget,Self,ArmorFFSelf25 (Skyrim.esm:059B7A)|mag=60|area=0|dur=60; PerkArmorFFSelf30 (Skyrim.esm:104AB5)|mag=60|area=0|dur=60; PerkArmorFFSelf50 (Skyrim.esm:104ABA)|mag=30|area=0|dur=60; PerkArmorFFSelf70 (Skyrim.esm:104AB9)|mag=30|area=0|dur=60,standing-stone pattern,candidate-extracted
Skyrim.esm,Skyrim.esm:072316,StonefleshLeftHand,Stoneflesh,Spell,FireAndForget,Self,ArmorFFSelf25 (Skyrim.esm:059B7A)|mag=60|area=0|dur=60; PerkArmorFFSelf30 (Skyrim.esm:104AB5)|mag=60|area=0|dur=60; PerkArmorFFSelf50 (Skyrim.esm:104ABA)|mag=30|area=0|dur=60; PerkArmorFFSelf70 (Skyrim.esm:104AB9)|mag=30|area=0|dur=60,standing-stone pattern,candidate-extracted
Skyrim.esm,Skyrim.esm:10A766,T01DibellaRewardAbility,Agent of Dibella,Ability,ConstantEffect,Self,PerkT01Dibella (Skyrim.esm:0728BF)|mag=0|area=0|dur=0,spell signal/effect candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:10A24A,TrapDiseaseAtaxia,Ataxia,Disease,ConstantEffect,Touch,TrapDisDamagePickpocketLockpick (Skyrim.esm:10A24B)|mag=25|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:10A24C,TrapDiseaseBoneBreakFever,Bone Break Fever,Disease,ConstantEffect,Touch,TrapDisDamageStamina (Skyrim.esm:10A254)|mag=25|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:10A24D,TrapDiseaseBrainRot,Brain Rot,Disease,ConstantEffect,Touch,TrapDisDamageMagicka (Skyrim.esm:10A251)|mag=25|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:10A24E,TrapDiseaseRattles,Rattles,Disease,ConstantEffect,Touch,TrapDisDamageStaminaRegen (Skyrim.esm:10A255)|mag=2.5|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:10A24F,TrapDiseaseRockjoint,Rockjoint,Disease,ConstantEffect,Touch,TrapDisDamageOnehandedTwohanded (Skyrim.esm:10A253)|mag=25|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:10A250,TrapDiseaseWitbane,Witbane,Disease,ConstantEffect,Touch,TrapDisDamageMagickaRegen (Skyrim.esm:10A252)|mag=0.5|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0C4DE2,VampireCharm,Vampire's Seduction,Power,FireAndForget,Aimed,InfluenceAggDownFFAimed (Skyrim.esm:04DEE7)|mag=8|area=0|dur=30; PerkMasterMindAggDownFFAimed (Skyrim.esm:09E0BB)|mag=8|area=0|dur=30,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0ED0A9,VampireCloak,Dread Cloak,Power,FireAndForget,Self,FrostCloakFFSelf (Skyrim.esm:03AEA0)|mag=10|area=0|dur=60,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0ED0AA,VampireCureDisease,Cure all diseases before changing,Spell,FireAndForget,Self,AlchCureDisease (Skyrim.esm:0AE722)|mag=100|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:08D5BF,VampireDrain01,Vampiric Drain,Spell,Concentration,Aimed,PlayerVampireAbsorbHealthConcAimed (Skyrim.esm:0F5B57)|mag=2|area=0|dur=1,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:08D5C0,VampireDrain02,Vampiric Drain,Spell,Concentration,Aimed,PlayerVampireAbsorbHealthConcAimed (Skyrim.esm:0F5B57)|mag=3|area=0|dur=1,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:08D5C1,VampireDrain03,Vampiric Drain,Spell,Concentration,Aimed,PlayerVampireAbsorbHealthConcAimed (Skyrim.esm:0F5B57)|mag=4|area=0|dur=1,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:08D5C2,VampireDrain04,Vampiric Drain,Spell,Concentration,Aimed,PlayerVampireAbsorbHealthConcAimed (Skyrim.esm:0F5B57)|mag=5|area=0|dur=1,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0C4DE1,VampireHuntersSight,Vampire's Sight,LesserPower,FireAndForget,Self,NightEyeEffect (Skyrim.esm:06B10C)|mag=0|area=0|dur=60,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:088821,VampireInvisibilityPC,Embrace of Shadows,Power,FireAndForget,Self,crVampireInvisibillity (Skyrim.esm:033975)|mag=0|area=0|dur=180; NightEyeEffect (Skyrim.esm:06B10C)|mag=0|area=0|dur=180,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0ED097,VampireMuffle,Night Stalker's Footsteps,Ability,ConstantEffect,Self,AbVampireMuffle (Skyrim.esm:0ED098)|mag=1|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:10FB30,VampirePoisonResist,Resist Poison,Ability,ConstantEffect,Self,AbResistPoison (Skyrim.esm:0AA024)|mag=100|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0ED0A4,VampireRaiseThrall01,Vampire's Servant,Power,FireAndForget,Aimed,ReanimateFFAimed0 (Skyrim.esm:065BD6)|mag=6|area=0|dur=60; ReanimateSecondayFFAimed (Skyrim.esm:0F52AB)|mag=0|area=0|dur=60,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0ED0A5,VampireRaiseThrall02,Vampire's Servant,Power,FireAndForget,Aimed,ReanimateFFAimed25 (Skyrim.esm:096D0B)|mag=13|area=0|dur=60,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0ED0A6,VampireRaiseThrall03,Vampire's Servant,Power,FireAndForget,Aimed,ReanimateFFAimed50 (Skyrim.esm:096D0C)|mag=21|area=0|dur=60,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0ED0A7,VampireRaiseThrall04,Vampire's Servant,Power,FireAndForget,Aimed,ReanimateFFAimed75 (Skyrim.esm:096D0D)|mag=30|area=0|dur=60; crSummonThrallFortifyHealRate (Skyrim.esm:08BB2A)|mag=1|area=0|dur=60,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0ED0A1,VampireStrength01,Vampiric Strength,Ability,ConstantEffect,Self,VampireAbFortifyUnarmedDamage (Skyrim.esm:10DE17)|mag=5|area=0|dur=0,curse/disease state source,candidate-extracted
Skyrim.esm,Skyrim.esm:0ED0A0,VampireStrength02,Vampiric Strength,Ability,ConstantEffect,Self,VampireAbFortifyUnarmedDamage (Skyrim.esm:10DE17)|mag=10|area=0|dur=0,curse/disease state source,candidate-extracted
