keyword,record_count,examples,validation
LocTypeMine (Skyrim.esm:018EF1),19,LCTN:GloomboundMineMineLocation (Skyrim.esm); LCTN:WhistlingMineInteriorLocation (Skyrim.esm); LCTN:DawnstarQuicksilverMineLocation (Skyrim.esm); LCTN:DawnstarIronBreakerMineLocation (Skyrim.esm); LCTN:SoljundsMineMineLocation (Skyrim.esm); LCTN:StonehillsMineLocation (Skyrim.esm); LCTN:ShorsStoneRedbellyMineLocation (Skyrim.esm); LCTN:DarkwaterCrossingGoldenRockMineLocation (Skyrim.esm); LCTN:KynesgroveSteamscorchGullyMineLocation (Skyrim.esm); LCTN:MorKhazgurMineLocation (Skyrim.esm); LCTN:DushnikhYalMineLocation (Skyrim.esm); LCTN:KolskeggrMineMineLocation (Skyrim.esm); LCTN:KarthwastenSanuarachMineLocation (Skyrim.esm); LCTN:KarthwastenFennsGulchMineLocation (Skyrim.esm); LCTN:LeftHandMineMineLocation (Skyrim.esm); LCTN:BilegulchMineLocation (Skyrim.esm); LCTN:WhistlingMineLocation (Skyrim.esm); LCTN:GloomboundMineLocation (Skyrim.esm); LCTN:DLC2BrokenTuskMineLocation (Dragonborn.esm),extracted-from-current-detail-pass
LocTypePlayerHouse (Skyrim.esm:0FC1A3),2,LCTN:MarkarthVlindrelHallLocation (Skyrim.esm); LCTN:MarkarthVlindrelHallLocation (HearthFires.esm),extracted-from-current-detail-pass
LocTypeSettlement (Skyrim.esm:013167),18,LCTN:WhistlingMineLocation (Skyrim.esm); LCTN:SnowShodFarmLocation (Skyrim.esm); LCTN:SarethiFarmLocation (Skyrim.esm); LCTN:SalviusFarmLocation (Skyrim.esm); LCTN:PelagiaFarmLocation (Skyrim.esm); LCTN:MerryfairFarmLocation (Skyrim.esm); LCTN:LoreiusFarmLocation (Skyrim.esm); LCTN:LeftHandMineLocation (Skyrim.esm); LCTN:KolskeggrMineLocation (Skyrim.esm); LCTN:KatlasFarmLocation (Skyrim.esm); LCTN:HollyfrostFarmLocation (Skyrim.esm); LCTN:HlaaluFarmLocation (Skyrim.esm); LCTN:GloomboundMineLocation (Skyrim.esm); LCTN:ChillfurrowFarmLocation (Skyrim.esm); LCTN:BrandyMugFarmLocation (Skyrim.esm); LCTN:BattleBornFarmLocation (Skyrim.esm); LCTN:KatlasFarmLocation (HearthFires.esm); LCTN:DLC2ThirskMeadHallLocation (Dragonborn.esm),extracted-from-current-detail-pass
LocTypeSprigganGrove (Skyrim.esm:0130EA),3,LCTN:RoadsideRuinsLocation (Skyrim.esm); LCTN:ShadowgreenCavernLocation (Skyrim.esm); LCTN:MossMotherCavernLocation (Skyrim.esm),extracted-from-current-detail-pass
LocTypeStewardsDwelling (Skyrim.esm:0504F9),1,LCTN:MorthalHighmoonHallLocation (Skyrim.esm),extracted-from-current-detail-pass
LocTypeTemple (Skyrim.esm:01CD56),9,LCTN:MarkarthHalloftheDeadLocation (Skyrim.esm); LCTN:RiftenTempleofMaraLocation (Skyrim.esm); LCTN:WindhelmTempleOfTalosLocation (Skyrim.esm); LCTN:SolitudeTempleoftheEightDivinesLocation (Skyrim.esm); LCTN:WhiterunTempleofKynarethLocation (Skyrim.esm); LCTN:WhiterunShrineofTalosLocation (Skyrim.esm); LCTN:MarkarthTempleofDibellaLocation (Skyrim.esm); LCTN:DLC2RRTempleTombLocation (Dragonborn.esm); LCTN:DLC2RRTempleLocation (Dragonborn.esm),extracted-from-current-detail-pass
LocTypeTown (Skyrim.esm:013166),5,LCTN:MorthalLocation (Skyrim.esm); LCTN:WinterholdLocation (Skyrim.esm); LCTN:WinterholdLocation (Dawnguard.esm); LCTN:MorthalLocation (Dawnguard.esm); LCTN:MorthalLocation (HearthFires.esm),extracted-from-current-detail-pass
LocTypeVampireLair (Skyrim.esm:0130EB),4,LCTN:MarasEyePondLocation (Skyrim.esm); LCTN:PinemoonCaveLocation (Skyrim.esm); LCTN:BrokenFangCaveLocation (Skyrim.esm); LCTN:DLC1MolderingRuinsLocation (Dawnguard.esm),extracted-from-current-detail-pass
LocTypeWarlockLair (Skyrim.esm:0130EC),4,LCTN:BoulderfallCaveLocation (Skyrim.esm); LCTN:WolfskullCaveLocation (Skyrim.esm); LCTN:NightcallerTempleLocation (Skyrim.esm); LCTN:HobsFallCaveLocation (Skyrim.esm),extracted-from-current-detail-pass
LocTypeWerebearLair (Dragonborn.esm:02C96A),1,LCTN:DLC2SnowcladRuinsLocation (Dragonborn.esm),extracted-from-current-detail-pass
MagicDisallowEnchanting (Skyrim.esm:0C27BD),7,ARMO:ArmorDragonPriestMaskMoonstoneHelmet (Skyrim.esm); ARMO:DA05SaviorsHide (Skyrim.esm); ARMO:DLC2dunFrostmoonRingBloodlust (Dragonborn.esm); ARMO:DLC2dunFrostmoonRingInstinct (Dragonborn.esm); ARMO:DLC2dunFrostmoonRingMoon (Dragonborn.esm); ARMO:DLC2dunFrostmoonRingHunt (Dragonborn.esm); ARMO:DLC2MiraakSkinHider (Dragonborn.esm),extracted-from-current-detail-pass
MagicNoInvisibility (Skyrim.esm:0FFEA0),14,RACE:SprigganMatronRace (Skyrim.esm); RACE:MagicAnomalyRace (Skyrim.esm); RACE:SprigganRace (Skyrim.esm); RACE:IceWraithRace (Skyrim.esm); RACE:AtronachStormRace (Skyrim.esm); RACE:AtronachFrostRace (Skyrim.esm); RACE:AtronachFlameRace (Skyrim.esm); RACE:SprigganMatronRace (Dawnguard.esm); RACE:SprigganRace (Dawnguard.esm); RACE:SprigganEarthMotherRace (Dawnguard.esm); RACE:DLC2dunKarstaagIceWraithRace (Dragonborn.esm); RACE:dlc2AshGuardianRace (Dragonborn.esm); RACE:dlc2SpectralDragonRace (Dragonborn.esm); RACE:DLC2SprigganBurntRace (Dragonborn.esm),extracted-from-current-detail-pass
MagicNoReanimate (Skyrim.esm:06F6FB),44,NPC_:TreasCorpseWerewolfHanging (Skyrim.esm); NPC_:DLC1VigilantTolan (Dawnguard.esm); NPC_:DLC1VQ01VigilantTolanCorpse (Dawnguard.esm); NPC_:DLC1VigilantAdalvald (Dawnguard.esm); RACE:UndeadDragonRace (Skyrim.esm); RACE:WispShadeRace (Skyrim.esm); RACE:MagicAnomalyRace (Skyrim.esm); RACE:AlduinRace (Skyrim.esm); RACE:SkeletonRace (Skyrim.esm); RACE:SprigganSwarmRace (Skyrim.esm); RACE:SwarmRace (Skyrim.esm); RACE:WitchlightRace (Skyrim.esm); RACE:WispRace (Skyrim.esm); RACE:IceWraithRace (Skyrim.esm); RACE:HorseRace (Skyrim.esm); RACE:AtronachStormRace (Skyrim.esm); RACE:AtronachFrostRace (Skyrim.esm); RACE:AtronachFlameRace (Skyrim.esm); RACE:DwarvenSpiderRace (Skyrim.esm); RACE:DwarvenSphereRace (Skyrim.esm); RACE:DwarvenCenturionRace (Skyrim.esm); RACE:DragonRace (Skyrim.esm); RACE:HorseRace (Update.esm); RACE:UndeadDragonRace (Update.esm); RACE:DragonRace (Update.esm); RACE:DLC1SoulCairnSoulWispRace (Dawnguard.esm); RACE:DLC1BlackSkeletonRace (Dawnguard.esm); RACE:WerewolfBeastRace (Dawnguard.esm); RACE:SprigganSwarmRace (Dawnguard.esm); RACE:DLC1LD_ForgemasterRace (Dawnguard.esm); RACE:DLC1UndeadDragonRace (Dawnguard.esm); RACE:DLC01SoulCairnBonemanRace (Dawnguard.esm); RACE:DLC2DragonBlackRace (Dragonborn.esm); RACE:DragonBlackRace (Dragonborn.esm); RACE:DLC2DwarvenBallistaRace (Dragonborn.esm); RACE:DLC2dunInstrumentsRace (Dragonborn.esm); RACE:DLC2dunKarstaagIceWraithRace (Dragonborn.esm); RACE:dlc2AshGuardianRace (Dragonborn.esm); RACE:dlc2SpectralDragonRace (Dragonborn.esm); RACE:UndeadDragonRace (Dragonborn.esm),extracted-from-current-detail-pass
MGRitualSummon (Skyrim.esm:099F4B),1,ACTI:MGRitualSummonDremoraPlatform (Skyrim.esm),extracted-from-current-detail-pass
MQ201ThalmorEmbassyGuard (Skyrim.esm:06B3AF),4,NPC_:MQ201ThalmorGuardCanBeFooledArcher (Skyrim.esm); NPC_:MQ201ThalmorMageCanBeFooled (Skyrim.esm); NPC_:MQ201ThalmorMageSolarGuard (Skyrim.esm); NPC_:MQ201ThalmorGuardCanBeFooled (Skyrim.esm),extracted-from-current-detail-pass
NoSoulTrap (Skyrim.esm:103AD2),18,RACE:UndeadDragonRace (Skyrim.esm); RACE:AlduinRace (Skyrim.esm); RACE:DwarvenSpiderRace (Skyrim.esm); RACE:DwarvenSphereRace (Skyrim.esm); RACE:DwarvenCenturionRace (Skyrim.esm); RACE:DragonRace (Skyrim.esm); RACE:UndeadDragonRace (Update.esm); RACE:DragonRace (Update.esm); RACE:DLC1LD_ForgemasterRace (Dawnguard.esm); RACE:DLC1UndeadDragonRace (Dawnguard.esm); RACE:DLC2DragonBlackRace (Dragonborn.esm); RACE:DragonBlackRace (Dragonborn.esm); RACE:DLC2DwarvenBallistaRace (Dragonborn.esm); RACE:DLC2ExpSpiderPackmuleRace (Dragonborn.esm); RACE:UndeadDragonRace (Dragonborn.esm); RACE:AlduinRace (Dragonborn.esm); RACE:DragonRace (Dragonborn.esm); RACE:DLC2ExpSpiderBaseRace (Dragonborn.esm),extracted-from-current-detail-pass
PerkFistsEbony (Skyrim.esm:02C178),16,ARMO:EnchArmorEbonyGauntletsTwoHanded05 (Skyrim.esm); ARMO:EnchArmorEbonyGauntletsTwoHanded04 (Skyrim.esm); ARMO:EnchArmorEbonyGauntletsTwoHanded03 (Skyrim.esm); ARMO:EnchArmorEbonyGauntletsSmithing05 (Skyrim.esm); ARMO:EnchArmorEbonyGauntletsSmithing04 (Skyrim.esm); ARMO:EnchArmorEbonyGauntletsSmithing03 (Skyrim.esm); ARMO:EnchArmorEbonyGauntletsOneHanded05 (Skyrim.esm); ARMO:EnchArmorEbonyGauntletsOneHanded04 (Skyrim.esm); ARMO:EnchArmorEbonyGauntletsOneHanded03 (Skyrim.esm); ARMO:EnchArmorEbonyGauntletsMarksman05 (Skyrim.esm); ARMO:EnchArmorEbonyGauntletsMarksman04 (Skyrim.esm); ARMO:EnchArmorEbonyGauntletsMarksman03 (Skyrim.esm); ARMO:EnchArmorEbonyGauntletsAlchemy05 (Skyrim.esm); ARMO:EnchArmorEbonyGauntletsAlchemy04 (Skyrim.esm); ARMO:EnchArmorEbonyGauntletsAlchemy03 (Skyrim.esm); ARMO:ArmorEbonyGauntlets (Skyrim.esm),extracted-from-current-detail-pass
PerkFistsSteel (Skyrim.esm:09379E),3,ARMO:EnchArmorImperialGauntletsAlteration03 (Skyrim.esm); ARMO:EnchArmorImperialGauntletsAlteration02 (Skyrim.esm); ARMO:EnchArmorImperialGauntletsAlteration01 (Skyrim.esm),extracted-from-current-detail-pass
RaceUseGeometryEmitterForParticles (Skyrim.esm:0FCD57),3,RACE:WitchlightRace (Skyrim.esm); RACE:DLC1SoulCairnSoulWispRace (Dawnguard.esm); RACE:DLC2dunInstrumentsRace (Dragonborn.esm),extracted-from-current-detail-pass
SilverHandTarget (Skyrim.esm:09D6F8),1,LCTN:CragslaneCavernLocation (Skyrim.esm),extracted-from-current-detail-pass
Survival_ArmorWarm (Update.esm:002ED9),9,ARMO:DLC2EnchArmorStalhrimLightCuirassAlteration03 (Dragonborn.esm); ARMO:DLC2EnchArmorStalhrimLightCuirassAlteration04 (Dragonborn.esm); ARMO:DLC2EnchArmorStalhrimLightCuirassAlteration05 (Dragonborn.esm); ARMO:DLC2EnchArmorNordicHeavyCuirassAlteration03 (Dragonborn.esm); ARMO:DLC2EnchArmorNordicHeavyCuirassAlteration04 (Dragonborn.esm); ARMO:DLC2EnchArmorNordicHeavyCuirassAlteration05 (Dragonborn.esm); ARMO:DLC2EnchArmorStalhrimHeavyCuirassAlteration04 (Dragonborn.esm); ARMO:DLC2EnchArmorStalhrimHeavyCuirassAlteration05 (Dragonborn.esm); ARMO:DLC2EnchArmorStalhrimHeavyCuirassAlteration06 (Dragonborn.esm),extracted-from-current-detail-pass
TGBusiness (Skyrim.esm:061849),2,LCTN:WindhelmCandlehearthHallLocation (Skyrim.esm); LCTN:MarkarthSilverBloodInnLocation (Skyrim.esm),extracted-from-current-detail-pass
TGWealthyHome (Skyrim.esm:02892A),1,LCTN:SolitudeHalloftheDeadLocation (Skyrim.esm),extracted-from-current-detail-pass
UpdateDuringArchery (Skyrim.esm:10C443),12,RACE:DraugrMagicRace (Skyrim.esm); RACE:FalmerRace (Skyrim.esm); RACE:DraugrRace (Skyrim.esm); RACE:FalmerFrozenVampRace (Dawnguard.esm); RACE:DLC1BlackSkeletonRace (Dawnguard.esm); RACE:DLC1SoulCairnSkeletonArmorRace (Dawnguard.esm); RACE:DLC1SoulCairnKeeperRace (Dawnguard.esm); RACE:testDraugrRace (Dawnguard.esm); RACE:FalmerRace (Dawnguard.esm); RACE:SkeletonArmorRace (Dawnguard.esm); RACE:DLC2HulkingDraugrRace (Dragonborn.esm); RACE:DLC2AshSpawnRace (Dragonborn.esm),extracted-from-current-detail-pass
Vampire (Skyrim.esm:0A82BB),38,NPC_:DLC1EncVampireTemplateMagic (Dawnguard.esm); NPC_:DLC1EncVampireTemplate (Dawnguard.esm); NPC_:DLC1RadiantDisguisedVampireBard (Dawnguard.esm); NPC_:DLC1RadiantDisguisedVampireMerchant (Dawnguard.esm); NPC_:DLC1RadiantDisguisedVampirePilgrim (Dawnguard.esm); NPC_:DLC1RadiantDisguisedVampireAdvisor (Dawnguard.esm); RACE:BretonRaceChildVampire (Skyrim.esm); RACE:ElderRaceVampire (Skyrim.esm); RACE:OrcRaceVampire (Skyrim.esm); RACE:WoodElfRaceVampire (Skyrim.esm); RACE:RedguardRaceVampire (Skyrim.esm); RACE:KhajiitRaceVampire (Skyrim.esm); RACE:ImperialRaceVampire (Skyrim.esm); RACE:HighElfRaceVampire (Skyrim.esm); RACE:DarkElfRaceVampire (Skyrim.esm); RACE:BretonRaceVampire (Skyrim.esm); RACE:ArgonianRaceVampire (Skyrim.esm); RACE:NordRaceVampire (Skyrim.esm); RACE:ArgonianRaceVampire (Update.esm); RACE:BretonRaceVampire (Update.esm); RACE:DarkElfRaceVampire (Update.esm); RACE:HighElfRaceVampire (Update.esm); RACE:ImperialRaceVampire (Update.esm); RACE:KhajiitRaceVampire (Update.esm); RACE:NordRaceVampire (Update.esm); RACE:OrcRaceVampire (Update.esm); RACE:RedguardRaceVampire (Update.esm); RACE:WoodElfRaceVampire (Update.esm); RACE:KhajiitRaceVampire (Dawnguard.esm); RACE:OrcRaceVampire (Dawnguard.esm); RACE:WoodElfRaceVampire (Dawnguard.esm); RACE:RedguardRaceVampire (Dawnguard.esm); RACE:ImperialRaceVampire (Dawnguard.esm); RACE:HighElfRaceVampire (Dawnguard.esm); RACE:DarkElfRaceVampire (Dawnguard.esm); RACE:BretonRaceVampire (Dawnguard.esm); RACE:NordRaceVampire (Dawnguard.esm); RACE:DLC1VampireBeastRace (Dawnguard.esm),extracted-from-current-detail-pass
VendorItemArmor (Skyrim.esm:08F959),500,ARMO:EnchArmorElvenShieldBlock04 (Skyrim.esm); ARMO:EnchArmorElvenShieldBlock03 (Skyrim.esm); ARMO:EnchArmorElvenShieldBlock02 (Skyrim.esm); ARMO:EnchArmorHideShieldResistMagic03 (Skyrim.esm); ARMO:EnchArmorHideShieldResistMagic02 (Skyrim.esm); ARMO:EnchArmorHideShieldResistMagic01 (Skyrim.esm); ARMO:EnchArmorElvenShieldResistMagic04 (Skyrim.esm); ARMO:EnchArmorElvenShieldResistMagic03 (Skyrim.esm); ARMO:EnchArmorElvenShieldResistMagic02 (Skyrim.esm); ARMO:EnchArmorEbonyShieldResistMagic05 (Skyrim.esm); ARMO:EnchArmorEbonyShieldResistMagic04 (Skyrim.esm); ARMO:EnchArmorEbonyShieldResistMagic03 (Skyrim.esm); ARMO:EnchArmorLeatherBootsStamina03 (Skyrim.esm); ARMO:EnchArmorLeatherBootsStamina02 (Skyrim.esm); ARMO:EnchArmorLeatherBootsStamina01 (Skyrim.esm); ARMO:EnchArmorHideBootsStamina03 (Skyrim.esm); ARMO:EnchArmorHideBootsStamina02 (Skyrim.esm); ARMO:EnchArmorHideBootsStamina01 (Skyrim.esm); ARMO:EnchArmorElvenBootsStamina04 (Skyrim.esm); ARMO:EnchArmorElvenBootsStamina03 (Skyrim.esm); ARMO:EnchArmorElvenBootsStamina02 (Skyrim.esm); ARMO:EnchArmorEbonyBootsStamina05 (Skyrim.esm); ARMO:EnchArmorEbonyBootsStamina04 (Skyrim.esm); ARMO:EnchArmorEbonyBootsStamina03 (Skyrim.esm); ARMO:EnchArmorSteelPlateCuirassAlteration04 (Skyrim.esm); ARMO:EnchArmorSteelPlateCuirassAlteration03 (Skyrim.esm); ARMO:EnchArmorSteelPlateCuirassAlteration02 (Skyrim.esm); ARMO:EnchArmorSteelCuirassAlteration03 (Skyrim.esm); ARMO:EnchArmorSteelCuirassAlteration02 (Skyrim.esm); ARMO:EnchArmorSteelCuirassAlteration01 (Skyrim.esm); ARMO:EnchArmorScaledCuirassAlteration04 (Skyrim.esm); ARMO:EnchArmorScaledCuirassAlteration03 (Skyrim.esm); ARMO:EnchArmorScaledCuirassAlteration02 (Skyrim.esm); ARMO:EnchArmorOrcishCuirassAlteration05 (Skyrim.esm); ARMO:EnchArmorOrcishCuirassAlteration04 (Skyrim.esm); ARMO:EnchArmorOrcishCuirassAlteration03 (Skyrim.esm); ARMO:EnchArmorLeatherCuirassRestoration03 (Skyrim.esm); ARMO:EnchArmorLeatherCuirassRestoration02 (Skyrim.esm); ARMO:EnchArmorLeatherCuirassRestoration01 (Skyrim.esm); ARMO:EnchArmorLeatherCuirassIllusion03 (Skyrim.esm),extracted-from-current-detail-pass
VendorItemBook (Skyrim.esm:0937A2),803,BOOK:SpellTomeConjureDremoraLord (Skyrim.esm); BOOK:SpellTomeThunderbolt (Skyrim.esm); BOOK:SpellTomeIncinerate (Skyrim.esm); BOOK:SpellTomeIcySpear (Skyrim.esm); BOOK:AtrFrgDaedricRecipe16 (Skyrim.esm); BOOK:AtrFrgDaedricRecipe15 (Skyrim.esm); BOOK:AtrFrgDaedricRecipe14 (Skyrim.esm); BOOK:AtrFrgDaedricRecipe13 (Skyrim.esm); BOOK:AtrFrgDaedricRecipe12 (Skyrim.esm); BOOK:AtrFrgDaedricRecipe11 (Skyrim.esm); BOOK:AtrFrgDaedricRecipe10 (Skyrim.esm); BOOK:AtrFrgDaedricRecipe09 (Skyrim.esm); BOOK:AtrFrgDaedricRecipe08 (Skyrim.esm); BOOK:AtrFrgDaedricRecipe07 (Skyrim.esm); BOOK:AtrFrgDaedricRecipe06 (Skyrim.esm); BOOK:AtrFrgDaedricRecipe05 (Skyrim.esm); BOOK:AtrFrgDaedricRecipe04 (Skyrim.esm); BOOK:AtrFrgDaedricRecipe03 (Skyrim.esm); BOOK:AtrFrgDaedricRecipe02 (Skyrim.esm); BOOK:AtrFrgDaedricRecipe01 (Skyrim.esm); BOOK:AtrFrgDaedricRecipe00 (Skyrim.esm); BOOK:SpellTomeCloseWounds (Skyrim.esm); BOOK:NN01SinderionsTome (Skyrim.esm); BOOK:TG03HamelynsJournal (Skyrim.esm); BOOK:SpellTomeTransmuteOreMineral (Skyrim.esm); BOOK:WERoad08CourierLetter (Skyrim.esm); BOOK:WindhelmFreeformBookOfFate (Skyrim.esm); BOOK:WIDBAssassinLetter (Skyrim.esm); BOOK:SpellTomeClairvoyance (Skyrim.esm); BOOK:MQPaarthurnaxBook (Skyrim.esm); BOOK:TG09NystromsJournal (Skyrim.esm); BOOK:SpellTomeGuardianCircle (Skyrim.esm); BOOK:MQ103FarengarBook (Skyrim.esm); BOOK:Book3ValuableDragonborn (Skyrim.esm); BOOK:Book0Shadowmarks (Skyrim.esm); BOOK:DA14SamNote (Skyrim.esm); BOOK:Book3ValuableLustyArgonianMaidVol02 (Skyrim.esm); BOOK:LetterHonningbrewMeadery01 (Skyrim.esm); BOOK:LetterThievesGuildHeadquarters07 (Skyrim.esm); BOOK:LetterThievesGuildHeadquarters06 (Skyrim.esm),extracted-from-current-detail-pass
VendorItemClothing (Skyrim.esm:08F95B),14,ARMO:EnchClothesNecroRobesAlteration06 (Skyrim.esm); ARMO:EnchClothesNecroRobesAlteration05 (Skyrim.esm); ARMO:EnchClothesNecroRobesAlteration04 (Skyrim.esm); ARMO:EnchClothesNecroRobesAlteration03 (Skyrim.esm); ARMO:EnchClothesNecroRobesAlteration02 (Skyrim.esm); ARMO:EnchClothesNecroRobesAlteration01 (Skyrim.esm); ARMO:EnchClothesWarlockRobesAlteration06 (Skyrim.esm); ARMO:EnchClothesWarlockRobesAlteration05 (Skyrim.esm); ARMO:EnchClothesWarlockRobesAlteration04 (Skyrim.esm); ARMO:EnchClothesWarlockRobesAlteration03 (Skyrim.esm); ARMO:EnchClothesWarlockRobesAlteration02 (Skyrim.esm); ARMO:EnchClothesWarlockRobesAlteration01 (Skyrim.esm); ARMO:ArmorBriarHeartEmpty (Skyrim.esm); ARMO:DLC2MiraakSkinHider (Dragonborn.esm),extracted-from-current-detail-pass
VendorItemDaedricArtifact (Skyrim.esm:0917E8),1,ARMO:DA05SaviorsHide (Skyrim.esm),extracted-from-current-detail-pass
VendorItemFood (Skyrim.esm:08CDEA),89,INGR:CharredSkeeverHide (Skyrim.esm); INGR:Snowberry (Skyrim.esm); ALCH:FoodHoney (Skyrim.esm); ALCH:FoodBlackBriarMeadPrivateReserve (Skyrim.esm); ALCH:FoodChickenCooked (Skyrim.esm); ALCH:FoodDogMeat (Skyrim.esm); ALCH:FoodCharredSkeeverMeat (Skyrim.esm); ALCH:FavorSorexRum (Skyrim.esm); ALCH:FoodMarriageMeal (Skyrim.esm); ALCH:FavorFoodMarkarthSpicedBeef (Skyrim.esm); ALCH:FoodSolitudeSpicedWine (Skyrim.esm); ALCH:FoodVenisonCooked (Skyrim.esm); ALCH:FoodMammothMeatCooked (Skyrim.esm); ALCH:FoodHorseMeatCooked (Skyrim.esm); ALCH:FoodHorkerMeatCooked (Skyrim.esm); ALCH:FoodGoatMeatCooked (Skyrim.esm); ALCH:FoodBeefCooked (Skyrim.esm); ALCH:FoodLeek (Skyrim.esm); ALCH:FoodMammothMeat (Skyrim.esm); ALCH:FoodMammothCheeseBowl (Skyrim.esm); ALCH:FoodVenison (Skyrim.esm); ALCH:FoodHorseMeat (Skyrim.esm); ALCH:FoodHorkerMeat (Skyrim.esm); ALCH:FoodGoatMeat (Skyrim.esm); ALCH:FoodBeef (Skyrim.esm); ALCH:FoodBread01B (Skyrim.esm); ALCH:FoodBread01A (Skyrim.esm); ALCH:FoodPie (Skyrim.esm); ALCH:FoodTomato (Skyrim.esm); ALCH:FoodPotato (Skyrim.esm); ALCH:FoodCarrot (Skyrim.esm); ALCH:FoodCabbage (Skyrim.esm); ALCH:FoodLeeksGrilled (Skyrim.esm); ALCH:FoodSweetroll (Skyrim.esm); ALCH:FoodSlaughterfishCooked (Skyrim.esm); ALCH:FoodSalmonCooked (Skyrim.esm); ALCH:FoodPotatoesBaked (Skyrim.esm); ALCH:FoodLongTaffyTreat (Skyrim.esm); ALCH:FoodHoneyNutTreat (Skyrim.esm); ALCH:FoodCheeseWheel02B (Skyrim.esm),extracted-from-current-detail-pass
VendorItemFoodRaw (Skyrim.esm:0A0E56),14,INGR:SlaughterfishEgg01 (Skyrim.esm); INGR:SaltPile (Skyrim.esm); ALCH:FoodChicken (Skyrim.esm); ALCH:FoodClamMeat (Skyrim.esm); ALCH:FoodPheasantCooked (Skyrim.esm); ALCH:FoodRabbitCooked (Skyrim.esm); ALCH:FoodMammothMeatCooked (Skyrim.esm); ALCH:FoodMammothMeat (Skyrim.esm); ALCH:FoodSalmon (Skyrim.esm); ALCH:FoodRabbit (Skyrim.esm); ALCH:FoodPheasant (Skyrim.esm); INGR:BYOHSalmonRoe01 (HearthFires.esm); ALCH:BYOHFoodMudcrabLegs (HearthFires.esm); ALCH:BYOHFoodMilk (HearthFires.esm),extracted-from-current-detail-pass
VendorItemIngredient (Skyrim.esm:08CDEB),42,INGR:CritterPondFish01Ingredient (Skyrim.esm); INGR:CritterPondFish02Ingredient (Skyrim.esm); INGR:CritterPondFish03Ingredient (Skyrim.esm); INGR:CritterPondFish04Ingredient (Skyrim.esm); INGR:CritterPondFish05Ingredient (Skyrim.esm); INGR:MoonSugar (Skyrim.esm); INGR:NirnrootRed (Skyrim.esm); INGR:FavorThadgeirAshes (Skyrim.esm); INGR:Mushroom06 (Skyrim.esm); INGR:Mushroom05 (Skyrim.esm); INGR:Mushroom04 (Skyrim.esm); INGR:Mushroom03 (Skyrim.esm); INGR:Mushroom02 (Skyrim.esm); INGR:Mushroom01 (Skyrim.esm); INGR:DBJarrinRoot (Skyrim.esm); INGR:CreepClusterRoot (Skyrim.esm); INGR:HumanHeart (Skyrim.esm); INGR:GlowingMushroom (Skyrim.esm); INGR:MountainFlower01Purple (Skyrim.esm); INGR:MountainFlower01Red (Skyrim.esm); INGR:MountainFlower01Blue (Skyrim.esm); INGR:CanisRoot01 (Skyrim.esm); INGR:Nirnroot (Skyrim.esm); INGR:Taproot (Skyrim.esm); INGR:SlaughterfishScales (Skyrim.esm); INGR:BriarHeart (Skyrim.esm); INGR:VoidSalts (Skyrim.esm); INGR:FrostSalts (Skyrim.esm); INGR:FireSalts (Skyrim.esm); INGR:DaedraHeart (Skyrim.esm); INGR:SaltPile (Skyrim.esm); INGR:ccBGS_RootThornHookIngredient (Update.esm); INGR:ccBGS_RootScreamingMawIngredient (Update.esm); INGR:ccBGS_RootRotScaleIngredient (Update.esm); INGR:DLC1MountainFlower01Yellow (Dawnguard.esm); INGR:DLC01GlowPlant01Ingredient (Dawnguard.esm); INGR:BYOHSalmonRoe01 (HearthFires.esm); INGR:DLC2AshCreepCluster (Dragonborn.esm); INGR:DLC2AshHopperJelly (Dragonborn.esm); INGR:DLC2GhoulAsh (Dragonborn.esm),extracted-from-current-detail-pass
VendorItemJewelry (Skyrim.esm:08F95A),7,ARMO:EnchNecklaceResistPoison02 (Skyrim.esm); ARMO:EnchNecklaceResistPoison01 (Skyrim.esm); ARMO:DLC2dunFrostmoonRingBloodlust (Dragonborn.esm); ARMO:DLC2dunFrostmoonRingInstinct (Dragonborn.esm); ARMO:DLC2dunFrostmoonRingMoon (Dragonborn.esm); ARMO:DLC2dunFrostmoonRingHunt (Dragonborn.esm); ARMO:DLC2HeartstoneNecklace (Dragonborn.esm),extracted-from-current-detail-pass
VendorItemPoison (Skyrim.esm:08CDED),3,ALCH:CW01BWraithPoison (Skyrim.esm); ALCH:DefaultPoison (Skyrim.esm); ALCH:DLC2NetchPoison (Dragonborn.esm),extracted-from-current-detail-pass
