plugin,formid,editor_id,name,enchant_type,cast_type,target_type,charge_amount,effects,modding_use,validation
Skyrim.esm,Skyrim.esm:045C35,EnchWeaponFireDamage06,Fire Damage,Enchantment,FireAndForget,Touch,50,EnchFireDamageFFContact (Skyrim.esm:04605A)|mag=30|area=0|dur=0,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:10FB95,EnchWeaponFireDamageBase,Fire Damage,Enchantment,FireAndForget,Touch,11,EnchFireDamageFFContact (Skyrim.esm:04605A)|mag=10|area=0|dur=0,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:045C36,EnchWeaponFrostDamage01,Frost Damage,Enchantment,FireAndForget,Touch,5,EnchFrostDamageFFContact (Skyrim.esm:04605B)|mag=5|area=0|dur=0; FrostSlowFFContact (Skyrim.esm:0B72A0)|mag=50|area=0|dur=3,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:045C37,EnchWeaponFrostDamage02,Frost Damage,Enchantment,FireAndForget,Touch,12,EnchFrostDamageFFContact (Skyrim.esm:04605B)|mag=10|area=0|dur=0; FrostSlowFFContact (Skyrim.esm:0B72A0)|mag=50|area=0|dur=3,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:045C39,EnchWeaponFrostDamage03,Frost Damage,Enchantment,FireAndForget,Touch,19,EnchFrostDamageFFContact (Skyrim.esm:04605B)|mag=15|area=0|dur=0; FrostSlowFFContact (Skyrim.esm:0B72A0)|mag=50|area=0|dur=3,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:045D4B,EnchWeaponFrostDamage04,Frost Damage,Enchantment,FireAndForget,Touch,26,EnchFrostDamageFFContact (Skyrim.esm:04605B)|mag=20|area=0|dur=0; FrostSlowFFContact (Skyrim.esm:0B72A0)|mag=50|area=0|dur=3,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:045D56,EnchWeaponFrostDamage05,Frost Damage,Enchantment,FireAndForget,Touch,34,EnchFrostDamageFFContact (Skyrim.esm:04605B)|mag=25|area=0|dur=0; FrostSlowFFContact (Skyrim.esm:0B72A0)|mag=50|area=0|dur=3,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:045D58,EnchWeaponFrostDamage06,Frost Damage,Enchantment,FireAndForget,Touch,42,EnchFrostDamageFFContact (Skyrim.esm:04605B)|mag=30|area=0|dur=0; FrostSlowFFContact (Skyrim.esm:0B72A0)|mag=50|area=0|dur=3,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:10FB96,EnchWeaponFrostDamageBase,Frost Damage,Enchantment,FireAndForget,Touch,13,EnchFrostDamageFFContact (Skyrim.esm:04605B)|mag=10|area=0|dur=0; FrostSlowFFContact (Skyrim.esm:0B72A0)|mag=50|area=0|dur=3,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:05B453,EnchWeaponMagickaDamage01,Magicka Damage,Enchantment,FireAndForget,Touch,10,EnchMagickaDamageFFContact (Skyrim.esm:05B44F)|mag=10|area=0|dur=0,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:05B454,EnchWeaponMagickaDamage02,Magicka Damage,Enchantment,FireAndForget,Touch,13,EnchMagickaDamageFFContact (Skyrim.esm:05B44F)|mag=20|area=0|dur=0,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:05B455,EnchWeaponMagickaDamage03,Magicka Damage,Enchantment,FireAndForget,Touch,21,EnchMagickaDamageFFContact (Skyrim.esm:05B44F)|mag=30|area=0|dur=0,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:05B456,EnchWeaponMagickaDamage04,Magicka Damage,Enchantment,FireAndForget,Touch,28,EnchMagickaDamageFFContact (Skyrim.esm:05B44F)|mag=40|area=0|dur=0,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:05B457,EnchWeaponMagickaDamage05,Magicka Damage,Enchantment,FireAndForget,Touch,36,EnchMagickaDamageFFContact (Skyrim.esm:05B44F)|mag=50|area=0|dur=0,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:05B458,EnchWeaponMagickaDamage06,Magicka Damage,Enchantment,FireAndForget,Touch,45,EnchMagickaDamageFFContact (Skyrim.esm:05B44F)|mag=60|area=0|dur=0,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:10FB97,EnchWeaponMagickaDamageBase,Magicka Damage,Enchantment,FireAndForget,Touch,15,EnchMagickaDamageFFContact (Skyrim.esm:05B44F)|mag=15|area=0|dur=0,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0F651E,EnchWeaponNightingaleBow01,Nightingale's Storm,Enchantment,FireAndForget,Touch,19,EnchFrostDamageFFContact (Skyrim.esm:04605B)|mag=10|area=0|dur=0; EnchShockDamageFFContact (Skyrim.esm:04605C)|mag=5|area=0|dur=1; FrostSlowFFContact (Skyrim.esm:0B72A0)|mag=50|area=0|dur=3,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0F651F,EnchWeaponNightingaleBow02,Nightingale's Storm,Enchantment,FireAndForget,Touch,30,EnchFrostDamageFFContact (Skyrim.esm:04605B)|mag=15|area=0|dur=0; EnchShockDamageFFContact (Skyrim.esm:04605C)|mag=7|area=0|dur=1; FrostSlowFFContact (Skyrim.esm:0B72A0)|mag=50|area=0|dur=3,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0F6520,EnchWeaponNightingaleBow03,Nightingale's Storm,Enchantment,FireAndForget,Touch,43,EnchFrostDamageFFContact (Skyrim.esm:04605B)|mag=20|area=0|dur=0; EnchShockDamageFFContact (Skyrim.esm:04605C)|mag=10|area=0|dur=1; FrostSlowFFContact (Skyrim.esm:0B72A0)|mag=50|area=0|dur=3,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0F6521,EnchWeaponNightingaleBow04,Nightingale's Storm,Enchantment,FireAndForget,Touch,54,EnchFrostDamageFFContact (Skyrim.esm:04605B)|mag=25|area=0|dur=0; EnchShockDamageFFContact (Skyrim.esm:04605C)|mag=12|area=0|dur=1; FrostSlowFFContact (Skyrim.esm:0B72A0)|mag=50|area=0|dur=3,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0F6522,EnchWeaponNightingaleBow05,Nightingale's Storm,Enchantment,FireAndForget,Touch,67,EnchFrostDamageFFContact (Skyrim.esm:04605B)|mag=30|area=0|dur=0; EnchShockDamageFFContact (Skyrim.esm:04605C)|mag=15|area=0|dur=1; FrostSlowFFContact (Skyrim.esm:0B72A0)|mag=50|area=0|dur=3,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0F6518,EnchWeaponNightingaleSword01,Nightingale's Talon,Enchantment,FireAndForget,Touch,28,EnchAbsorbHealthFFContact (Skyrim.esm:0AA155)|mag=5|area=0|dur=1; EnchAbsorbStaminaFFContact (Skyrim.esm:0AA157)|mag=5|area=0|dur=1,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0F6519,EnchWeaponNightingaleSword02,Nightingale's Talon,Enchantment,FireAndForget,Touch,62,EnchAbsorbHealthFFContact (Skyrim.esm:0AA155)|mag=10|area=0|dur=1; EnchAbsorbStaminaFFContact (Skyrim.esm:0AA157)|mag=10|area=0|dur=1,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0F651A,EnchWeaponNightingaleSword03,Nightingale's Talon,Enchantment,FireAndForget,Touch,96,EnchAbsorbHealthFFContact (Skyrim.esm:0AA155)|mag=15|area=0|dur=1; EnchAbsorbStaminaFFContact (Skyrim.esm:0AA157)|mag=15|area=0|dur=1,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0F651B,EnchWeaponNightingaleSword04,Nightingale's Talon,Enchantment,FireAndForget,Touch,145,EnchAbsorbHealthFFContact (Skyrim.esm:0AA155)|mag=20|area=0|dur=1; EnchAbsorbStaminaFFContact (Skyrim.esm:0AA157)|mag=25|area=0|dur=1,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0F651C,EnchWeaponNightingaleSword05,Nightingale's Talon,Enchantment,FireAndForget,Touch,55,EnchAbsorbHealthFFContact (Skyrim.esm:0AA155)|mag=25|area=0|dur=1; EnchAbsorbStaminaFFContact (Skyrim.esm:0AA157)|mag=25|area=0|dur=1,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0ACBBA,EnchWeaponParalysis04,Paralyze,Enchantment,FireAndForget,Touch,204,EnchParalysisFFContact (Skyrim.esm:0ACBB6)|mag=0|area=0|dur=2,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:0ACBBB,EnchWeaponParalysis05,Paralyze,Enchantment,FireAndForget,Touch,437,EnchParalysisFFContact (Skyrim.esm:0ACBB6)|mag=0|area=0|dur=4,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:0ACBBC,EnchWeaponParalysis06,Paralyze,Enchantment,FireAndForget,Touch,570,EnchParalysisFFContact (Skyrim.esm:0ACBB6)|mag=0|area=0|dur=6,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:10FB98,EnchWeaponParalysisBase,Paralyze,Enchantment,FireAndForget,Touch,102,EnchParalysisFFContact (Skyrim.esm:0ACBB6)|mag=0|area=0|dur=2,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:045D59,EnchWeaponShockDamage01,Shock Damage,Enchantment,FireAndForget,Touch,0,EnchShockDamageFFContact (Skyrim.esm:04605C)|mag=5|area=0|dur=1,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:045D97,EnchWeaponShockDamage02,Shock Damage,Enchantment,FireAndForget,Touch,1,EnchShockDamageFFContact (Skyrim.esm:04605C)|mag=10|area=0|dur=1,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:045F6F,EnchWeaponShockDamage03,Shock Damage,Enchantment,FireAndForget,Touch,2,EnchShockDamageFFContact (Skyrim.esm:04605C)|mag=15|area=0|dur=1,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:045F89,EnchWeaponShockDamage04,Shock Damage,Enchantment,FireAndForget,Touch,3,EnchShockDamageFFContact (Skyrim.esm:04605C)|mag=20|area=0|dur=1,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:045F8D,EnchWeaponShockDamage05,Shock Damage,Enchantment,FireAndForget,Touch,4,EnchShockDamageFFContact (Skyrim.esm:04605C)|mag=25|area=0|dur=1,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:045F9E,EnchWeaponShockDamage06,Shock Damage,Enchantment,FireAndForget,Touch,5,EnchShockDamageFFContact (Skyrim.esm:04605C)|mag=30|area=0|dur=1,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:10FB99,EnchWeaponShockDamageBase,Shock Damage,Enchantment,FireAndForget,Touch,14,EnchShockDamageFFContact (Skyrim.esm:04605C)|mag=10|area=0|dur=1,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:05B45F,EnchWeaponSoulTrap01,Soul Trap,Enchantment,FireAndForget,Touch,6,EnchSoulTrapFFContact (Skyrim.esm:05B452)|mag=0|area=0|dur=3,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:05B460,EnchWeaponSoulTrap02,Soul Trap,Enchantment,FireAndForget,Touch,9,EnchSoulTrapFFContact (Skyrim.esm:05B452)|mag=0|area=0|dur=5,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:05B461,EnchWeaponSoulTrap03,Soul Trap,Enchantment,FireAndForget,Touch,13,EnchSoulTrapFFContact (Skyrim.esm:05B452)|mag=0|area=0|dur=7,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:05B462,EnchWeaponSoulTrap04,Soul Trap,Enchantment,FireAndForget,Touch,20,EnchSoulTrapFFContact (Skyrim.esm:05B452)|mag=0|area=0|dur=10,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:05B463,EnchWeaponSoulTrap05,Soul Trap,Enchantment,FireAndForget,Touch,31,EnchSoulTrapFFContact (Skyrim.esm:05B452)|mag=0|area=0|dur=15,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:05B464,EnchWeaponSoulTrap06,Soul Trap,Enchantment,FireAndForget,Touch,42,EnchSoulTrapFFContact (Skyrim.esm:05B452)|mag=0|area=0|dur=20,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:10FB9A,EnchWeaponSoulTrapBase,Soul Trap,Enchantment,FireAndForget,Touch,9,EnchSoulTrapFFContact (Skyrim.esm:05B452)|mag=0|area=0|dur=4,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:05B459,EnchWeaponStaminaDamage01,Stamina Damage,Enchantment,FireAndForget,Touch,2,EnchStaminaDamageFFContact (Skyrim.esm:05B450)|mag=5|area=0|dur=0,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:05B45A,EnchWeaponStaminaDamage02,Stamina Damage,Enchantment,FireAndForget,Touch,6,EnchStaminaDamageFFContact (Skyrim.esm:05B450)|mag=10|area=0|dur=0,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:05B45B,EnchWeaponStaminaDamage03,Stamina Damage,Enchantment,FireAndForget,Touch,9,EnchStaminaDamageFFContact (Skyrim.esm:05B450)|mag=15|area=0|dur=0,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:05B45C,EnchWeaponStaminaDamage04,Stamina Damage,Enchantment,FireAndForget,Touch,13,EnchStaminaDamageFFContact (Skyrim.esm:05B450)|mag=20|area=0|dur=0,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:05B45D,EnchWeaponStaminaDamage05,Stamina Damage,Enchantment,FireAndForget,Touch,17,EnchStaminaDamageFFContact (Skyrim.esm:05B450)|mag=25|area=0|dur=0,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:05B45E,EnchWeaponStaminaDamage06,Stamina Damage,Enchantment,FireAndForget,Touch,21,EnchStaminaDamageFFContact (Skyrim.esm:05B450)|mag=30|area=0|dur=0,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:10FB9B,EnchWeaponStaminaDamageBase,Stamina Damage,Enchantment,FireAndForget,Touch,29,EnchStaminaDamageFFContact (Skyrim.esm:05B450)|mag=15|area=0|dur=0,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:05B46C,EnchWeaponTurnUndead01,Turn Undead,Enchantment,FireAndForget,Touch,11,EnchTurnUndeadFFContact (Skyrim.esm:05B46B)|mag=3|area=0|dur=30,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:05B46D,EnchWeaponTurnUndead02,Turn Undead,Enchantment,FireAndForget,Touch,28,EnchTurnUndeadFFContact (Skyrim.esm:05B46B)|mag=7|area=0|dur=30,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:05B46E,EnchWeaponTurnUndead03,Turn Undead,Enchantment,FireAndForget,Touch,56,EnchTurnUndeadFFContact (Skyrim.esm:05B46B)|mag=13|area=0|dur=30,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:05B46F,EnchWeaponTurnUndead04,Turn Undead,Enchantment,FireAndForget,Touch,95,EnchTurnUndeadFFContact (Skyrim.esm:05B46B)|mag=21|area=0|dur=30,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:05B470,EnchWeaponTurnUndead05,Turn Undead,Enchantment,FireAndForget,Touch,141,EnchTurnUndeadFFContact (Skyrim.esm:05B46B)|mag=30|area=0|dur=30,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:0BF3F5,EnchWeaponTurnUndead06,Turn Undead,Enchantment,FireAndForget,Touch,193,EnchTurnUndeadFFContact (Skyrim.esm:05B46B)|mag=40|area=0|dur=30,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:10FB9C,EnchWeaponTurnUndeadBase,Turn Undead,Enchantment,FireAndForget,Touch,29,EnchTurnUndeadFFContact (Skyrim.esm:05B46B)|mag=10|area=0|dur=30,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:017299,EnchYsgramorShield,Resist Magic,Enchantment,ConstantEffect,Self,714,EnchResistMagicConstantSelf (Skyrim.esm:0B7A35)|mag=20|area=0|dur=0; EnchFortifyHealthConstantSelf (Skyrim.esm:0493AA)|mag=20|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:101A68,MG02AmuletEnchant,Power of Saarthal,Enchantment,ConstantEffect,Self,80,MG02FortifyAlteration (Skyrim.esm:10E80A)|mag=3|area=0|dur=0; MG02FortifyConjuration (Skyrim.esm:10E80C)|mag=3|area=0|dur=0; MG02FortifyDestruction (Skyrim.esm:10E80D)|mag=3|area=0|dur=0; MG02FortifyIllusion (Skyrim.esm:10E80E)|mag=3|area=0|dur=0; MG02FortifyRestoration (Skyrim.esm:10E80F)|mag=3|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0239A0,MG07StaffEnchantment,Staff of Magnus Effect,StaffEnchantment,Concentration,Aimed,106,MG07StaffEffect (Skyrim.esm:0239A1)|mag=20|area=0|dur=1; MG07StaffEffect02 (Skyrim.esm:10BF17)|mag=20|area=0|dur=1,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:0F1B2B,MGArchMageRobeEnchant,Skein of Magnus,Enchantment,ConstantEffect,Self,2644,EnchFortifyAlterationConstantSelf (Skyrim.esm:07A0F2)|mag=15|area=0|dur=0; EnchFortifyConjurationConstantSelf (Skyrim.esm:07A0F5)|mag=15|area=0|dur=0; EnchFortifyDestructionConstantSelf (Skyrim.esm:07A0F6)|mag=15|area=0|dur=0; EnchFortifyRestorationConstantSelf (Skyrim.esm:07A101)|mag=15|area=0|dur=0; EnchFortifyIllusionConstantSelf (Skyrim.esm:07A0FA)|mag=15|area=0|dur=0; EnchFortifyMagickaRateConstantSelf (Skyrim.esm:07A0FD)|mag=100|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:017362,MGArchMageRobeHoodedEnchant,Skein of Magnus,Enchantment,ConstantEffect,Self,3161,EnchFortifyAlterationConstantSelf (Skyrim.esm:07A0F2)|mag=15|area=0|dur=0; EnchFortifyConjurationConstantSelf (Skyrim.esm:07A0F5)|mag=15|area=0|dur=0; EnchFortifyDestructionConstantSelf (Skyrim.esm:07A0F6)|mag=15|area=0|dur=0; EnchFortifyRestorationConstantSelf (Skyrim.esm:07A101)|mag=15|area=0|dur=0; EnchFortifyIllusionConstantSelf (Skyrim.esm:07A0FA)|mag=15|area=0|dur=0; EnchFortifyMagickaRateConstantSelf (Skyrim.esm:07A0FD)|mag=100|area=0|dur=0; EnchFortifyMagickaConstantSelf (Skyrim.esm:049504)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10272F,MGRKeeningEnchantment,Keening's Sting,Enchantment,FireAndForget,Touch,1,EnchAbsorbMagickaFFContact (Skyrim.esm:0AA156)|mag=10|area=0|dur=1; EnchAbsorbHealthFFContact (Skyrim.esm:0AA155)|mag=10|area=0|dur=1; EnchAbsorbStaminaFFContact (Skyrim.esm:0AA157)|mag=10|area=0|dur=1,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0F1AC3,MQ203WeaponDragonDamage1,Dragon Damage,Enchantment,FireAndForget,Touch,47,MQ203DragonDamageFFContact (Skyrim.esm:0F1AC2)|mag=20|area=0|dur=0; MQ203ExtraDamageFFContact (Skyrim.esm:0FF9F7)|mag=10|area=0|dur=0,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0FF9F3,MQ203WeaponDragonDamage2,Dragon Damage,Enchantment,FireAndForget,Touch,56,MQ203DragonDamageFFContact (Skyrim.esm:0F1AC2)|mag=25|area=0|dur=0; MQ203ExtraDamageFFContact (Skyrim.esm:0FF9F7)|mag=10|area=0|dur=0,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0FF9F4,MQ203WeaponDragonDamage3,Dragon Damage,Enchantment,FireAndForget,Touch,30,MQ203DragonDamageFFContact (Skyrim.esm:0F1AC2)|mag=10|area=0|dur=0; MQ203ExtraDamageFFContact (Skyrim.esm:0FF9F7)|mag=10|area=0|dur=0,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0FF9F5,MQ203WeaponDragonDamage4,Dragon Damage,Enchantment,FireAndForget,Touch,74,MQ203DragonDamageFFContact (Skyrim.esm:0F1AC2)|mag=35|area=0|dur=0; MQ203ExtraDamageFFContact (Skyrim.esm:0FF9F7)|mag=10|area=0|dur=0,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0FF9F6,MQ203WeaponDragonDamage5,Dragon Damage,Enchantment,FireAndForget,Touch,84,MQ203DragonDamageFFContact (Skyrim.esm:0F1AC2)|mag=40|area=0|dur=0; MQ203ExtraDamageFFContact (Skyrim.esm:0FF9F7)|mag=10|area=0|dur=0,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:10387A,MQClearSkyFogEnch,Oppressive Cloud,Enchantment,ConstantEffect,TargetActor,0,MQClearSkyFogEffect (Skyrim.esm:10387B)|mag=1|area=0|dur=1,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:10EB66,MS06EnchShieldL12,Resist Magic,Enchantment,ConstantEffect,Self,135,EnchResistMagicConstantSelf (Skyrim.esm:0B7A35)|mag=10|area=0|dur=0; EnchFortifyBlockConstantSelf (Skyrim.esm:07A0F3)|mag=15|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10EB69,MS06EnchShieldL18,Resist Magic,Enchantment,ConstantEffect,Self,192,EnchResistMagicConstantSelf (Skyrim.esm:0B7A35)|mag=15|area=0|dur=0; EnchFortifyBlockConstantSelf (Skyrim.esm:07A0F3)|mag=20|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10EB6A,MS06EnchShieldL25,Resist Magic,Enchantment,ConstantEffect,Self,252,EnchResistMagicConstantSelf (Skyrim.esm:0B7A35)|mag=20|area=0|dur=0; EnchFortifyBlockConstantSelf (Skyrim.esm:07A0F3)|mag=25|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10EB67,MS06EnchShieldL32,Resist Magic,Enchantment,ConstantEffect,Self,313,EnchResistMagicConstantSelf (Skyrim.esm:0B7A35)|mag=25|area=0|dur=0; EnchFortifyBlockConstantSelf (Skyrim.esm:07A0F3)|mag=30|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10EB68,MS06EnchShieldL40,Resist Magic,Enchantment,ConstantEffect,Self,375,EnchResistMagicConstantSelf (Skyrim.esm:0B7A35)|mag=30|area=0|dur=0; EnchFortifyBlockConstantSelf (Skyrim.esm:07A0F3)|mag=35|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0170F2,MS11NecromancersAmuletEnchantment,,Enchantment,ConstantEffect,Self,2533,EnchFortifyConjurationConstantSelf (Skyrim.esm:07A0F5)|mag=25|area=0|dur=0; EnchFortifyMagickaConstantSelf (Skyrim.esm:049504)|mag=50|area=0|dur=0; AbDamageHealRateVisible (Skyrim.esm:01729B)|mag=75|area=0|dur=0; AbDamageStaminaRateVisible (Skyrim.esm:01729D)|mag=75|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10CAAE,shieldChargeEnchant,Sprint Hammer,Enchantment,ConstantEffect,Self,0,shieldChargeCloakEffect (Skyrim.esm:10CAAB)|mag=10|area=0|dur=0,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:0B72A2,SlowFrostRune,Slow,Enchantment,FireAndForget,Touch,231,FrostSlowFFContact (Skyrim.esm:0B72A0)|mag=50|area=0|dur=5; HazardFrostDamageFFContact (Skyrim.esm:03E07B)|mag=40|area=0|dur=0,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:029B4F,StaffEnchBanishDaedra,Banish Daedra,StaffEnchantment,FireAndForget,TargetActor,85,BanishFFActor50 (Skyrim.esm:06D22B)|mag=7|area=0|dur=0; DaedraPushFFActor (Skyrim.esm:06D22D)|mag=100|area=0|dur=0,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:0B62E1,StaffEnchCalm,Calm,StaffEnchantment,FireAndForget,Aimed,82,InfluenceAggDownFFAimed (Skyrim.esm:04DEE7)|mag=8|area=0|dur=30,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:029B5C,StaffEnchChainLightning,Chain Lightning,StaffEnchantment,FireAndForget,Aimed,124,ShockDamageFFAimedArea (Skyrim.esm:05DBAE)|mag=40|area=20|dur=0; StaggerPushFFAimed (Skyrim.esm:0A44C0)|mag=1|area=0|dur=0,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:029B54,StaffEnchCommandDaedra,Command Daedra,StaffEnchantment,FireAndForget,TargetActor,242,CommandFFActor (Skyrim.esm:06F954)|mag=20|area=0|dur=0; DaedraPushFFActor (Skyrim.esm:06D22D)|mag=0|area=0|dur=0,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:0B62DB,StaffEnchConjureAtronachFlame,Conjure Flame Atronach,StaffEnchantment,FireAndForget,TargetLocation,150,SummonFlameAtronach (Skyrim.esm:01CEAA)|mag=0|area=0|dur=60,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:029B52,StaffEnchConjureAtronachFrost,Conjure Frost Atronach,StaffEnchantment,FireAndForget,TargetLocation,215,SummonFrostAtronach (Skyrim.esm:01CEAB)|mag=0|area=0|dur=60,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:029B57,StaffEnchConjureAtronachStorm,Conjure Storm Atronach,StaffEnchantment,FireAndForget,TargetLocation,322,SummonStormAtronach (Skyrim.esm:01CEAC)|mag=0|area=0|dur=60,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:0B602E,StaffEnchConjureFamiliar,Conjure Familiar,StaffEnchantment,FireAndForget,TargetLocation,50,SummonFamiliar (Skyrim.esm:0640B4)|mag=0|area=0|dur=60,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:0B602F,StaffEnchCourage,Courage,StaffEnchantment,FireAndForget,Aimed,25,InfluenceConfUpFFAimed (Skyrim.esm:01EA79)|mag=6|area=0|dur=60,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:029B56,StaffEnchDreadZombie,Dread Zombie,StaffEnchantment,FireAndForget,Aimed,276,ReanimateFFAimed75 (Skyrim.esm:096D0D)|mag=12|area=0|dur=60; crSummonThrallFortifyHealRate (Skyrim.esm:08BB2A)|mag=1|area=0|dur=60,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:029B58,StaffEnchExpelDaedra,Expel Daedra,StaffEnchantment,FireAndForget,TargetActor,215,BanishFFActor75 (Skyrim.esm:06F951)|mag=20|area=0|dur=0; DaedraPushFFActor (Skyrim.esm:06D22D)|mag=0|area=0|dur=0,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:029B67,StaffEnchFadeOther,Fade Other,StaffEnchantment,FireAndForget,TargetActor,133,InvisibillityFFActor (Skyrim.esm:01EA6B)|mag=0|area=0|dur=30,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:0B62E0,StaffEnchFear,Fear,StaffEnchantment,FireAndForget,Aimed,176,InfluenceConfDownFFAimed (Skyrim.esm:01EA77)|mag=8|area=0|dur=60,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:029B59,StaffEnchFireball,Fireball,StaffEnchantment,FireAndForget,Aimed,86,FireDamageFFAimedArea (Skyrim.esm:01CEA1)|mag=40|area=15|dur=0,combat enchantment reference,extracted
