plugin,record_type,formid,editor_id,name,flags,interaction_keyword,workbench_type,uses_skill,items,modding_use,validation
Skyrim.esm,FURN,Skyrim.esm:0E240E,BedrollHay01Dirt01FL,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0189AD,BedrollHay01F,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0E0BA9,BedrollHay01FallForestDirt01F,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0E0BAA,BedrollHay01FallForestDirt01L,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0E0BAF,BedrollHay01FallForestDirt01R,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:104B9C,BedrollHay01FDirt02,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:101A65,BedrollHay01FGrassSnow01,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0E23F7,BedrollHay01FL,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0E23F6,BedrollHay01FR,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:1015FE,BedrollHay01FSnow01,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0C4BF1,BedrollHay01ImpExtWall,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0E23F9,BedrollHay01ImpExtWallF,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0CCCDA,BedrollHay01ImpExtWallFL,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0E23F4,BedrollHay01L,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0D88D7,BedrollHay01LCaveDirtL,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0D88D8,BedrollHay01LCaveDirtR,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0A4E08,BedrollHay01LDirt01,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0E23FA,BedrollHay01LDirt01F,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0264C8,BedrollHay01LDirt02,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0E23FB,BedrollHay01LDirt02F,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0E2400,BedrollHay01LDirt02FL,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0E23FF,BedrollHay01LDirt02FR,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0E23FC,BedrollHay01LDirt02L,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0E23FE,BedrollHay01LDirt02LR,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0E23FD,BedrollHay01LDirt02R,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0A4E09,BedrollHay01LDirtPath,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0E2401,BedrollHay01LDirtPathFL,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:06AF7E,BedrollHay01LDirtSnowPath01L,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0D1619,BedrollHay01LFallForestDirt01,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0DC365,BedrollHay01LFieldGrass01,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0E2402,BedrollHay01LFieldGrass01F,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0C2694,BedrollHay01LFrozenMarshDirt01,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0E2403,BedrollHay01LFrozenMarshDirt01F,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0C1988,BedrollHay01LPineForest03F,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0E23F8,BedrollHay01LR,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0C2295,BedrollHay01LReachDirt01,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0ECFF5,BedrollHay01LReachDirt01F,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0E2405,BedrollHay01LReachDirt01FL,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0E2404,BedrollHay01LReachDirt01L,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0E2406,BedrollHay01LReachDirt01R,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:10308F,BedrollHay01LReachMoss01F,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0752B9,BedrollHay01LSnow01L,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0DC366,BedrollHay01LTundra01,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0E2407,BedrollHay01LTundra01F,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:1036FF,BedrollHay01LTundraRocks01F,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:1015F5,BedrollHay01PineForest01F,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0E23F5,BedrollHay01R,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0F18FC,BedrollHay01ReachGrassFL,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0752BC,BedrollHay01Snow01R,Hay Pile,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:030091,CommonBed01,Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:03B41E,CommonBed01L,Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:03B420,CommonBed01R,Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0FEDB9,CommonBedChild01,Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0FEDBA,CommonBedChild01L,Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0FEDBB,CommonBedChild01R,Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0FEDBC,CommonBedChildDouble01,Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0FEDBD,CommonBedChildDouble01L,Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0FEDBE,CommonBedChildDouble01R,Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:03B6E8,CommonBedDouble01,Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0F5101,CommonBedDouble01L,Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0F5102,CommonBedDouble01R,Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0B0105,CommonTableOneBench,Table,1073741824,ActorTypeNPC (Skyrim.esm:013794),None,255,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0B0104,CommonTableTwoBenches,Table,1073741824,ActorTypeNPC (Skyrim.esm:013794),None,255,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0BAD0C,CraftingAlchemyWorkbench,Alchemy Lab,1073741824,ActorTypeNPC (Skyrim.esm:013794),Alchemy,Alchemy,,crafting station candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0D54FF,CraftingAlchemyWorkbenchTabletop,Alchemy Lab,1073741824,ActorTypeNPC (Skyrim.esm:013794),Alchemy,Alchemy,,crafting station candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:01A2AD,CraftingBlacksmithAnvil,Anvil,1207959552,ActorTypeNPC (Skyrim.esm:013794),CreateObject,Smithing,,crafting station candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0D932F,CraftingBlacksmithArmorWorkbench,Workbench,1073741824,ActorTypeNPC (Skyrim.esm:013794),SmithingArmor,Smithing,,crafting station candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0CAE0B,CraftingBlackSmithForge,Blacksmith Forge,1073741824,ActorTypeNPC (Skyrim.esm:013794),CreateObject,Smithing,,crafting station candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0BBCF1,CraftingBlackSmithForgeSkyforge,Skyforge,1073741824,ActorTypeNPC (Skyrim.esm:013794),CreateObject,Smithing,,crafting station candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0BF9E1,CraftingBlackSmithForgeWR,Blacksmith Forge,1073741824,ActorTypeNPC (Skyrim.esm:013794),CreateObject,Smithing,,crafting station candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:06E9C2,CraftingBlacksmithSharpeningWheel,Grindstone,1073741824,ActorTypeNPC (Skyrim.esm:013794),SmithingWeapon,Smithing,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:068ADB,CraftingCookingFireSpit,Cooking Spit,1073741824,ActorTypeNPC (Skyrim.esm:013794),CreateObject,255,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:10BFE3,CraftingCookingPotInvisible,,1073741826,ActorTypeNPC (Skyrim.esm:013794),CreateObject,255,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:104110,CraftingCookingPotLG,Cooking Pot,1073741824,ActorTypeNPC (Skyrim.esm:013794),CreateObject,255,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:1010B3,CraftingCookingPotSm,Cooking Pot,1073741824,ActorTypeNPC (Skyrim.esm:013794),CreateObject,255,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:108230,CraftingCookingPotSmNoHandle,Cooking Pot,1073741824,ActorTypeNPC (Skyrim.esm:013794),CreateObject,255,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0BAD0D,CraftingEnchantingWorkbench,Arcane Enchanter,1073741824,ActorTypeNPC (Skyrim.esm:013794),Enchanting,Enchanting,,crafting station candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0D5501,CraftingEnchantingWorkbenchTabletop,Arcane Enchanter,1073741824,ActorTypeNPC (Skyrim.esm:013794),Enchanting,Enchanting,,crafting station candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:09C6CE,CraftingSmelterMarker1,Smelter,1073741824,ActorTypeNPC (Skyrim.esm:013794),CreateObject,255,,crafting station candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0727A1,CraftingTanningRackMarker,Tanning Rack,1073741824,ActorTypeNPC (Skyrim.esm:013794),CreateObject,255,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:05ED79,DA02Altar,Bed Roll,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0E605D,DA11AltarInvisibleBed,,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:07CC0D,DBSancSarcophagusBedroll,Sarcophagus,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0E7AEA,DisenchantmentFont01,,0,ActorTypeNPC (Skyrim.esm:013794),Enchanting,255,,magic/crafting station candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:102010,DrinkUnderForgeFountainMarker,Underforge Fountain,1073741826,ActorTypeNPC (Skyrim.esm:013794),None,255,,crafting station candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0D6C36,dunLostValleyRedoubtAltar01L,,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,ritual/religion interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0FF134,DweFurnitureBedChildSingle01L,Stone Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:066023,DweFurnitureBedDouble01,Stone Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0F50FF,DweFurnitureBedDouble01L,Stone Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0F5100,DweFurnitureBedDouble01R,Stone Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:066014,DweFurnitureBedSingle01,Stone Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:03B428,DweFurnitureBedSingle01L,Stone Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:03B427,DweFurnitureBedSingle01R,Stone Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0F5B9B,DweTableOneBench,Table,1073741824,ActorTypeNPC (Skyrim.esm:013794),None,255,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0F5B9C,DweTableTwoBenches,Table,1073741824,ActorTypeNPC (Skyrim.esm:013794),None,255,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0A4ABB,FarmTableBench01,Bench,1073741824,ActorTypeNPC (Skyrim.esm:013794),None,255,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0A4ABA,FarmTableBench02,Bench,1073741824,ActorTypeNPC (Skyrim.esm:013794),None,255,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0C4328,HammerTableMarker,,1073741824,ActorTypeNPC (Skyrim.esm:013794),None,255,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:02FBC7,HHFurnitureBedSingle01,Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0F4B4E,HHFurnitureBedSingle01L,Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0F4B4F,HHFurnitureBedSingle01R,Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0C4EF1,LeanTableMarker,,1073741824,ActorTypeNPC (Skyrim.esm:013794),None,255,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0F5891,MQ203_EsbernTable,,1207959552,ActorTypeNPC (Skyrim.esm:013794),None,255,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0F9AF8,MS02PickaxeMiningTableMarker,This should not be visible,1073741824,ActorTypeNPC (Skyrim.esm:013794),None,255,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0C34AF,MS04Bedroll01Vision,Bed Roll,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0FEDBF,NobleBedChildDouble01,Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0FEDC0,NobleBedChildDouble01L,Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0FEDC1,NobleBedChildDouble01R,Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0FEDC2,NobleBedChildSingle01,Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0FEDC3,NobleBedChildSingle01L,Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0FEDC4,NobleBedChildSingle01R,Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:06B3D3,NobleBedDouble01,Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0D9D57,NobleBedDouble01L,Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0F50FC,NobleBedDouble01R,Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0C2A0E,NobleBedDouble02,Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0F50FB,NobleBedDouble02L,Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0F50FA,NobleBedDouble02R,Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:06B36B,NobleBedSingle01,Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0D8E98,NobleBedSingle01L,Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0D8E99,NobleBedSingle01R,Bed,2281701376,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0C0C2C,NobleLongTableWindhelm,Table,1073741824,ActorTypeNPC (Skyrim.esm:013794),None,255,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0C07F2,NobleTableLongBench01,Bench,1073741824,ActorTypeNPC (Skyrim.esm:013794),None,255,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0C07F3,NobleTableLongBench02,Bench,1073741824,ActorTypeNPC (Skyrim.esm:013794),None,255,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0C84D6,NobleTableLongBench03,Bench,1073741824,ActorTypeNPC (Skyrim.esm:013794),None,255,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0C84D9,NobleTableLongBench04,Bench,1073741824,ActorTypeNPC (Skyrim.esm:013794),None,255,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0DFB39,NobleTableUBench01,Bench,1073741824,ActorTypeNPC (Skyrim.esm:013794),None,255,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0F5B9A,NorTableOneBench,Table,1073741824,ActorTypeNPC (Skyrim.esm:013794),None,255,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0F5B98,NorTableTwoBenches,Table,1073741824,ActorTypeNPC (Skyrim.esm:013794),None,255,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:042AC7,OrcBedDouble01,Bed,2147483648,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0F50FD,OrcBedDouble01L,Bed,2147483648,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0F50FE,OrcBedDouble01R,Bed,2147483648,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:042AC8,OrcBedSingle01,Bed,2147483648,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:042B67,OrcBedSingle01L,Bed,2147483648,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:042B02,OrcBedSingle01R,Bed,2147483648,ActorTypeNPC (Skyrim.esm:013794),None,255,,sleep/rest interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0613A7,PickaxeMiningTableMarker,This should not be visible,1073741824,ActorTypeNPC (Skyrim.esm:013794),None,255,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0F9ACC,PickaxeMiningTableMarkerNonPlayer,,1073741824,ActorTypeNPC (Skyrim.esm:013794),None,255,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0EFC74,SearchChest,,1073741826,ActorTypeNPC (Skyrim.esm:013794),None,255,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:0EFC71,SearchTableStanding,,1073741826,ActorTypeNPC (Skyrim.esm:013794),None,255,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,FURN,Skyrim.esm:1010B4,SmallCookingPotDBPoison,Cooking Pot,1073741824,ActorTypeNPC (Skyrim.esm:013794),None,255,,container/furniture interaction candidate,candidate-extracted
