plugin,formid,editor_id,item_count,items,modding_use,validation
Dragonborn.esm,Dragonborn.esm:02A8AF,DLC2QASpellList,9,DLC2AshRune (Dragonborn.esm:0177AF); DLC2AshShell (Dragonborn.esm:017731); DLC2DetectAshSourceSpell (Dragonborn.esm:01961A); DLC2ConjureAshSpawn (Dragonborn.esm:01CDF6); DLC2AshGuardianRune (Dragonborn.esm:017782); DLC2BoundDagger (Dragonborn.esm:01CE06); DLC2WhirlwindCloak (Dragonborn.esm:01772D); DLC2FrenzyRune (Dragonborn.esm:0177B7); DLC2PoisonRune (Dragonborn.esm:01D74B),magic/effect record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:0355BF,DLC2RieklingVoiceList,1,DLC2RieklingVoice (Dragonborn.esm:0208DC),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:018459,DLC2RRAlorHouseLockList,2,DLC2RRDreylaAlor (Dragonborn.esm:018294); DLC2RRFethisAlor (Dragonborn.esm:018292),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01845B,DLC2RRCresciusCaerelliusHouseLockList,2,DLC2RRCresciusCaerellius (Dragonborn.esm:018278); DLC2RRAphiaVelothi (Dragonborn.esm:01827C),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01845A,DLC2RRGloverMalloryHouseLockList,1,DLC2RRGloverMallory (Dragonborn.esm:01828E),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:019C4F,DLC2RRGuardVoiceTypes,2,DLC2MaleDarkElfCynical (Dragonborn.esm:018469); MaleDarkElf (Skyrim.esm:013AF2),crime/civic record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01845D,DLC2RRIenthFarmLockList,2,DLC2RRMiloreIenth (Dragonborn.esm:0182A1); DLC2RRGarynIenth (Dragonborn.esm:01829F),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:018458,DLC2RRMorvaynManorLockList,3,DLC2RRLlerilMorvayn (Dragonborn.esm:01827E); DLC2RRAdrilArano (Dragonborn.esm:018280); DLC2RRCindiriArano (Dragonborn.esm:018282),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01845C,DLC2RRSeverinManorLockList,3,DLC2RRVendilSeverin (Dragonborn.esm:018284); DLC2RRTilisuSeverin (Dragonborn.esm:018286); DLC2RRMirriSeverin (Dragonborn.esm:018288),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03C6A2,DLC2SeekerFleeFormList,1,DLC2SeekerFlee (Dragonborn.esm:03C6A1),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:038FCE,DLC2SeerkerFollowPlayerCombatFL,1,DLC2SeekerFollowPlayerCombat (Dragonborn.esm:038FCD),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:02BC67,DLC2ServicesVoiceTypes,1,DLC2MaleDarkElfCommoner (Dragonborn.esm:0247E4),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:0385BA,DLC2StalhrimMineOreToolsList,3,DLC2RR03NordPickaxe (Dragonborn.esm:0206F2); DLC2dunKolbjornRalisPickaxe (Dragonborn.esm:0179C9); DLC2AncientNordPickaxe (Dragonborn.esm:0398E6),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:027E13,DLC2SV02AncarionMerchantBuyList,3,DLC2WeaponMaterialStalhrim (Dragonborn.esm:02622F); DLC2ArmorMaterialStalhrimHeavy (Dragonborn.esm:024106); DLC2ArmorMaterialStalhrimLight (Dragonborn.esm:024107),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:018FB3,DLC2SVBaldorIronShapersHouseLockList,1,DLC2SVBaldorIronShaper (Dragonborn.esm:018FB5),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:018FA7,DLC2SVDeorWoodcuttersHouseLockList,2,DLC2SVDeor (Dragonborn.esm:018FA5); DLC2SVYrsa (Dragonborn.esm:018FB9),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:018FCD,DLC2SVGreathallLockList,3,DLC2SVAeta (Dragonborn.esm:018FCA); DLC2SVFanariStrongVoice (Dragonborn.esm:018FC5); DLC2SVTharstan (Dragonborn.esm:018FC8),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:018FAA,DLC2SVMorwenHouseLockList,1,DLC2SVMorwen (Dragonborn.esm:018FA9),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:018F9E,DLC2SVOslafsHouseLockList,2,DLC2SVFinna (Dragonborn.esm:018F9C); DLC2SVOslaf (Dragonborn.esm:018F99),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:018FC4,DLC2SVTradingPostLockList,2,DLC2SVEdla (Dragonborn.esm:018FBD); DLC2SVNikulas (Dragonborn.esm:018FC1),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:018FB1,DLC2SVWulfWildbloodsHouseLockList,1,DLC2SVWulfWildblood (Dragonborn.esm:018FAE),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:0200E8,DLC2TameDragonAllowedWorldspaces,3,Tamriel (Skyrim.esm:00003C); DLC2ApocryphaWorld (Dragonborn.esm:01C0B2); DLC2SolstheimWorld (Dragonborn.esm:000800),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:02507D,DLC2TameDragonBadLocations,8,WinterholdCollegeLocation (Skyrim.esm:076F3A); ThroatoftheWorldLocation (Skyrim.esm:0192BB); ThalmorEmbassyLocation (Skyrim.esm:018C92); SkyHavenTempleLocation (Skyrim.esm:018E42); DLC2ThroatoftheWorldPath (Dragonborn.esm:02659F); HighHrothgarLocation (Skyrim.esm:018E34); GoldenglowEstateLocation (Skyrim.esm:018E32); DLC2ApoIslandALocation (Dragonborn.esm:0382F5),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03D07F,DLC2TameDragonFastFlyingWorldspaces,1,DLC2ApocryphaWorld (Dragonborn.esm:01C0B2),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:017E86,DLC2TelMithrynLockList,6,DLC2Drovas (Dragonborn.esm:017779); DLC2Elynea (Dragonborn.esm:017778); DLC2Neloth (Dragonborn.esm:01773A); DLC2Talvas (Dragonborn.esm:017777); DLC2Ulves (Dragonborn.esm:01777D); DLC2Varona (Dragonborn.esm:01777C),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01F13A,DLC2TTR8MushroomList,10,GlowingMushroom (Skyrim.esm:07EE01); MoraTapinellaBits (Skyrim.esm:0EC870); Mushroom01 (Skyrim.esm:04DA00); Mushroom02 (Skyrim.esm:04DA20); Mushroom03 (Skyrim.esm:04DA22); Mushroom04 (Skyrim.esm:04DA23); Mushroom05 (Skyrim.esm:04DA24); Mushroom06 (Skyrim.esm:04DA25); ScalyPholiotaBits (Skyrim.esm:06F950); SwampFungalPod01 (Skyrim.esm:07E8B7),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:035B34,DLC2VendorItemsMajni,5,VendorItemAnimalPart (Skyrim.esm:0914EB); VendorItemAnimalHide (Skyrim.esm:0914EA); VendorItemFoodRaw (Skyrim.esm:0A0E56); VendorItemJewelry (Skyrim.esm:08F95A); VendorItemIngredient (Skyrim.esm:08CDEB),vendor/economy record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:0177C9,DLC2VendorItemsNeloth,6,VendorItemScroll (Skyrim.esm:0A0E57); VendorItemDaedricArtifact (Skyrim.esm:0917E8); VendorItemStaff (Skyrim.esm:0937A4); VendorItemSpellTome (Skyrim.esm:0937A5); VendorItemSoulGem (Skyrim.esm:0937A3); VendorItemBook (Skyrim.esm:0937A2),vendor/economy record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:0177C8,DLC2VendorItemsTalvas,6,VendorItemJewelry (Skyrim.esm:08F95A); VendorItemScroll (Skyrim.esm:0A0E57); VendorItemDaedricArtifact (Skyrim.esm:0917E8); VendorItemSpellTome (Skyrim.esm:0937A5); VendorItemSoulGem (Skyrim.esm:0937A3); VendorItemBook (Skyrim.esm:0937A2),vendor/economy record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:027DD6,DLC2VoicesDragonTame,2,CrUniqueOdahviing (Skyrim.esm:06F450); CrDragonVoice (Skyrim.esm:02992B),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:02C05F,DLC2VoicesSkaal,11,DLC2SVAeta (Dragonborn.esm:018FCA); DLC2SVBaldorIronShaper (Dragonborn.esm:018FB5); DLC2SVDeor (Dragonborn.esm:018FA5); DLC2SVEdla (Dragonborn.esm:018FBD); DLC2SVFanariStrongVoice (Dragonborn.esm:018FC5); DLC2SVFinna (Dragonborn.esm:018F9C); DLC2SVMorwen (Dragonborn.esm:018FA9); DLC2SVNikulas (Dragonborn.esm:018FC1); DLC2SVOslaf (Dragonborn.esm:018F99); DLC2SVWulfWildblood (Dragonborn.esm:018FAE); DLC2SVYrsa (Dragonborn.esm:018FB9),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03A274,DLC2VoicetypeFemaleDarkElfCommoner,1,DLC2FemaleDarkElfCommoner (Dragonborn.esm:0247E5),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:02400D,DLC2VoicetypeFemaleElfHaughtyOnly,1,FemaleElfHaughty (Skyrim.esm:013AF1),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:036622,DLC2VoicetypeMaleDarkElfOnly,1,MaleNord (Skyrim.esm:013AE6),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:02400C,DLC2VoicetypeMaleNordOnly,1,MaleNord (Skyrim.esm:013AE6),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:034E61,DLC2VoiceTypesCultists,3,DLC2MaleDarkElfCommoner (Dragonborn.esm:0247E4); DLC2FemaleDarkElfCommoner (Dragonborn.esm:0247E5); MaleEvenTonedAccented (Skyrim.esm:0EA267),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:033BB4,DLC2VoiceTypesGenericDarkElf,3,DLC2FemaleDarkElfCommoner (Dragonborn.esm:0247E5); DLC2MaleDarkElfCommoner (Dragonborn.esm:0247E4); DLC2MaleDarkElfCynical (Dragonborn.esm:018469),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:024CAA,DLC2VoiceTypesNonUnique,21,FemaleChild (Skyrim.esm:013AE9); FemaleCommoner (Skyrim.esm:013ADE); FemaleCondescending (Skyrim.esm:013AE4); FemaleDarkElf (Skyrim.esm:013AF3); FemaleEvenToned (Skyrim.esm:013ADD); FemaleNord (Skyrim.esm:013AE7); FemaleSultry (Skyrim.esm:013AE0); FemaleYoungEager (Skyrim.esm:013ADC); MaleBrute (Skyrim.esm:013ADA); MaleDarkElf (Skyrim.esm:013AF2); MaleElfHaughty (Skyrim.esm:013AF0); MaleEvenToned (Skyrim.esm:013AD2); MaleEvenTonedAccented (Skyrim.esm:0EA267); MaleNord (Skyrim.esm:013AE6); MaleNordCommander (Skyrim.esm:0E5003); MaleOldKindly (Skyrim.esm:013AD6); MaleOrc (Skyrim.esm:013AEA); MaleYoungEager (Skyrim.esm:013AD1); DLC2FemaleDarkElfCommoner (Dragonborn.esm:0247E5); DLC2MaleDarkElfCommoner (Dragonborn.esm:0247E4); DLC2MaleDarkElfCynical (Dragonborn.esm:018469),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:0398EA,DLC2VoiceTypesNonUniquePlusFrea,22,FemaleChild (Skyrim.esm:013AE9); FemaleCommoner (Skyrim.esm:013ADE); FemaleCondescending (Skyrim.esm:013AE4); FemaleDarkElf (Skyrim.esm:013AF3); FemaleEvenToned (Skyrim.esm:013ADD); FemaleNord (Skyrim.esm:013AE7); FemaleSultry (Skyrim.esm:013AE0); FemaleYoungEager (Skyrim.esm:013ADC); MaleBrute (Skyrim.esm:013ADA); MaleDarkElf (Skyrim.esm:013AF2); MaleElfHaughty (Skyrim.esm:013AF0); MaleEvenToned (Skyrim.esm:013AD2); MaleEvenTonedAccented (Skyrim.esm:0EA267); MaleNord (Skyrim.esm:013AE6); MaleNordCommander (Skyrim.esm:0E5003); MaleOldKindly (Skyrim.esm:013AD6); MaleOrc (Skyrim.esm:013AEA); MaleYoungEager (Skyrim.esm:013AD1); DLC2FemaleDarkElfCommoner (Dragonborn.esm:0247E5); DLC2MaleDarkElfCommoner (Dragonborn.esm:0247E4); DLC2MaleDarkElfCynical (Dragonborn.esm:018469); DLC2FemaleUniqueFrea (Dragonborn.esm:017F80),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03B062,DLC2VoiceTypesNonUniquePlusRiekling,22,FemaleChild (Skyrim.esm:013AE9); FemaleCommoner (Skyrim.esm:013ADE); FemaleCondescending (Skyrim.esm:013AE4); FemaleDarkElf (Skyrim.esm:013AF3); FemaleEvenToned (Skyrim.esm:013ADD); FemaleNord (Skyrim.esm:013AE7); FemaleSultry (Skyrim.esm:013AE0); FemaleYoungEager (Skyrim.esm:013ADC); MaleBrute (Skyrim.esm:013ADA); MaleDarkElf (Skyrim.esm:013AF2); MaleElfHaughty (Skyrim.esm:013AF0); MaleEvenToned (Skyrim.esm:013AD2); MaleEvenTonedAccented (Skyrim.esm:0EA267); MaleNord (Skyrim.esm:013AE6); MaleNordCommander (Skyrim.esm:0E5003); MaleOldKindly (Skyrim.esm:013AD6); MaleOrc (Skyrim.esm:013AEA); MaleYoungEager (Skyrim.esm:013AD1); DLC2FemaleDarkElfCommoner (Dragonborn.esm:0247E5); DLC2MaleDarkElfCommoner (Dragonborn.esm:0247E4); DLC2MaleDarkElfCynical (Dragonborn.esm:018469); DLC2RieklingVoice (Dragonborn.esm:0208DC),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:02BA41,DLC2VoiceTypesUnique,6,DLC2FemaleUniqueFrea (Dragonborn.esm:017F80); DLC2MaleUniqueAdril (Dragonborn.esm:01846B); DLC2MaleUniqueLleril (Dragonborn.esm:01846A); DLC2MaleUniqueModyn (Dragonborn.esm:023FF6); DLC2MaleUniqueNeloth (Dragonborn.esm:01777B); DLC2MaleUniqueStorn (Dragonborn.esm:017F7F),curated record set,candidate-extracted
HearthFires.esm,HearthFires.esm:004037,BYOHUrchin_SofieVendorList,2,VendorItemFood (Skyrim.esm:08CDEA); VendorItemIngredient (Skyrim.esm:08CDEB),vendor/economy record set,candidate-extracted
Skyrim.esm,Skyrim.esm:10F742,AtrFrgSg00DaedricHelm,4,ArmorEbonyHelmet (Skyrim.esm:013963); DwarvenCenturionDynamo (Skyrim.esm:0F4983); SoulGemsBlack (Skyrim.esm:10F741); DaedraHeart (Skyrim.esm:03AD5B),religion/theology record set,candidate-extracted
Skyrim.esm,Skyrim.esm:10F743,AtrFrgSg01DaedricCuirass,4,ArmorEbonyCuirass (Skyrim.esm:013961); DwarvenCenturionDynamo (Skyrim.esm:0F4983); SoulGemsBlack (Skyrim.esm:10F741); DaedraHeart (Skyrim.esm:03AD5B),religion/theology record set,candidate-extracted
Skyrim.esm,Skyrim.esm:10F744,AtrFrgSg02DaedricGauntlets,4,ArmorEbonyGauntlets (Skyrim.esm:013962); DwarvenCenturionDynamo (Skyrim.esm:0F4983); SoulGemsBlack (Skyrim.esm:10F741); DaedraHeart (Skyrim.esm:03AD5B),religion/theology record set,candidate-extracted
Skyrim.esm,Skyrim.esm:10F745,AtrFrgSg03DaedricBoots,4,ArmorEbonyBoots (Skyrim.esm:013960); DwarvenCenturionDynamo (Skyrim.esm:0F4983); SoulGemsBlack (Skyrim.esm:10F741); DaedraHeart (Skyrim.esm:03AD5B),religion/theology record set,candidate-extracted
Skyrim.esm,Skyrim.esm:10F746,AtrFrgSg04DaedricShield,4,ArmorEbonyShield (Skyrim.esm:013964); DwarvenCenturionDynamo (Skyrim.esm:0F4983); SoulGemsBlack (Skyrim.esm:10F741); DaedraHeart (Skyrim.esm:03AD5B),religion/theology record set,candidate-extracted
Skyrim.esm,Skyrim.esm:10F747,AtrFrgSg05DaedricBattleAxe,4,EbonyBattleaxe (Skyrim.esm:0139AC); DwarvenCenturionDynamo (Skyrim.esm:0F4983); SoulGemsBlack (Skyrim.esm:10F741); DaedraHeart (Skyrim.esm:03AD5B),religion/theology record set,candidate-extracted
Skyrim.esm,Skyrim.esm:10F748,AtrFrgSg06DaedricWaraxe,4,EbonyWarAxe (Skyrim.esm:0139AB); DwarvenCenturionDynamo (Skyrim.esm:0F4983); SoulGemsBlack (Skyrim.esm:10F741); DaedraHeart (Skyrim.esm:03AD5B),religion/theology record set,candidate-extracted
Skyrim.esm,Skyrim.esm:10F749,AtrFrgSg07DaedricWarhammer,4,EbonyWarhammer (Skyrim.esm:0139B2); DwarvenCenturionDynamo (Skyrim.esm:0F4983); SoulGemsBlack (Skyrim.esm:10F741); DaedraHeart (Skyrim.esm:03AD5B),religion/theology record set,candidate-extracted
Skyrim.esm,Skyrim.esm:10F74A,AtrFrgSg08DaedricSword,4,EbonySword (Skyrim.esm:0139B1); DwarvenCenturionDynamo (Skyrim.esm:0F4983); SoulGemsBlack (Skyrim.esm:10F741); DaedraHeart (Skyrim.esm:03AD5B),religion/theology record set,candidate-extracted
Skyrim.esm,Skyrim.esm:10F74B,AtrFrgSg09DaedricGreatsword,4,EbonyGreatsword (Skyrim.esm:0139AF); DwarvenCenturionDynamo (Skyrim.esm:0F4983); SoulGemsBlack (Skyrim.esm:10F741); DaedraHeart (Skyrim.esm:03AD5B),religion/theology record set,candidate-extracted
Skyrim.esm,Skyrim.esm:10F74C,AtrFrgSg10DaedricDagger,4,EbonyDagger (Skyrim.esm:0139AE); DwarvenCenturionDynamo (Skyrim.esm:0F4983); SoulGemsBlack (Skyrim.esm:10F741); DaedraHeart (Skyrim.esm:03AD5B),religion/theology record set,candidate-extracted
Skyrim.esm,Skyrim.esm:10F74D,AtrFrgSg11DaedricMace,4,EbonyMace (Skyrim.esm:0139B0); DwarvenCenturionDynamo (Skyrim.esm:0F4983); SoulGemsBlack (Skyrim.esm:10F741); DaedraHeart (Skyrim.esm:03AD5B),religion/theology record set,candidate-extracted
Skyrim.esm,Skyrim.esm:10F74E,AtrFrgSg12DaedricBow,4,EbonyBow (Skyrim.esm:0139AD); DwarvenCenturionDynamo (Skyrim.esm:0F4983); SoulGemsBlack (Skyrim.esm:10F741); DaedraHeart (Skyrim.esm:03AD5B),religion/theology record set,candidate-extracted
Skyrim.esm,Skyrim.esm:10F753,AtrFrgSg13DaedricRandomArmor,4,SoulGemsFilledGreatGrandBlack (Skyrim.esm:10F768); VoidSalts (Skyrim.esm:03AD60); IngotEbony (Skyrim.esm:05AD9D); DaedraHeart (Skyrim.esm:03AD5B),religion/theology record set,candidate-extracted
Skyrim.esm,Skyrim.esm:10F75B,AtrFrgSg14DaedricRandomWeapon,4,SoulGemsFilledGreatGrandBlack (Skyrim.esm:10F768); SilverWeapons (Skyrim.esm:10F75A); IngotEbony (Skyrim.esm:05AD9D); DaedraHeart (Skyrim.esm:03AD5B),religion/theology record set,candidate-extracted
Skyrim.esm,Skyrim.esm:10F751,AtrFrgSg15Dremora,4,SkullsHuman (Skyrim.esm:10F750); rawAnimalMeat02 (Skyrim.esm:10F74F); rawAnimalMeat (Skyrim.esm:10F73E); DaedraHeart (Skyrim.esm:03AD5B),religion/theology record set,candidate-extracted
Skyrim.esm,Skyrim.esm:10F752,AtrFrgSg16DaedraHeart,2,SoulGemsBlack (Skyrim.esm:10F741); HumanHeart (Skyrim.esm:0B18CD),religion/theology record set,candidate-extracted
Skyrim.esm,Skyrim.esm:026953,CrimeFactionsList,36,CrimeFactionOrcs (Skyrim.esm:028713); CrimeFactionCidhnaMine (Skyrim.esm:10B1FC); dunPOIWitchAniseCrimeFaction (Skyrim.esm:108232); WIGenericCrimeFaction (Skyrim.esm:0522B6); DBRecuringTarget9CrimeFaction (Skyrim.esm:0E7BA6); DBRecuringTarget8CrimeFaction (Skyrim.esm:0E7BA5); DBRecuringTarget7CrimeFaction (Skyrim.esm:0E7BA4); DBRecuringTarget6CrimeFaction (Skyrim.esm:0E7BA3); DBRecuringTarget5CrimeFaction (Skyrim.esm:0E7BA2); DBRecuringTarget4CrimeFaction (Skyrim.esm:0E7BA1); DBRecuringTarget3CrimeFaction (Skyrim.esm:0E7BA0); DBRecuringTarget2CrimeFaction (Skyrim.esm:0E7B9F); DBRecuringTarget1CrimeFaction (Skyrim.esm:0E7B9E); DBRecuringTarget10CrimeFaction (Skyrim.esm:0E7B9D); DBRecuringContact9CrimeFaction (Skyrim.esm:0EDDD6); DBRecuringContact8CrimeFaction (Skyrim.esm:0EDDD7); DBRecuringContact7CrimeFaction (Skyrim.esm:0EDDD8); DBRecuringContact6CrimeFaction (Skyrim.esm:0EDDD9); DBRecuringContact5CrimeFaction (Skyrim.esm:0EDDDA); DBRecuringContact4CrimeFaction (Skyrim.esm:0EDDDB); DBRecuringContact3CrimeFaction (Skyrim.esm:0EDDDC); DBRecuringContact2CrimeFaction (Skyrim.esm:0EDDDD); DBRecuringContact1CrimeFaction (Skyrim.esm:0EDDDE); DBRecuringContact10CrimeFaction (Skyrim.esm:0EDDDF); PlayerFaction (Skyrim.esm:000DB1); CrimeFactionSons (Skyrim.esm:028849); CrimeFactionImperial (Skyrim.esm:028848); CrimeFactionWinterhold (Skyrim.esm:02816F); CrimeFactionRift (Skyrim.esm:02816B); CrimeFactionReach (Skyrim.esm:02816C); CrimeFactionPale (Skyrim.esm:02816E); CrimeFactionHjaalmarch (Skyrim.esm:02816D); CrimeFactionHaafingar (Skyrim.esm:029DB0); CrimeFactionFalkreath (Skyrim.esm:028170); CrimeFactionEastmarch (Skyrim.esm:0267E3); CrimeFactionWhiterun (Skyrim.esm:0267EA),crime/civic record set,candidate-extracted
Skyrim.esm,Skyrim.esm:0C5203,critterInsectsNocturnal,2,CritterFirefly (Skyrim.esm:0C2D3F); CritterMothLuna (Skyrim.esm:02221E),religion/theology record set,candidate-extracted
Skyrim.esm,Skyrim.esm:101DA0,CWAttackCityBodyGuardJarlHoldPositionCLOSEList,1,CWAttackCityBodyGuardHoldPositionNearJarlCLOSE (Skyrim.esm:101DA1),crime/civic record set,candidate-extracted
Skyrim.esm,Skyrim.esm:01A4BE,CWAttackCityBodyGuardJarlHoldPositionList,1,CWAttackCityBodyGuardHoldPositionNearJarl (Skyrim.esm:01A4B2),crime/civic record set,candidate-extracted
Skyrim.esm,Skyrim.esm:07EA79,CWEscapeCityBodyGuardJarlHoldPositionList,1,CWEscapeCityBodyGuardHoldPositionNearJarl (Skyrim.esm:07EA87),crime/civic record set,candidate-extracted
Skyrim.esm,Skyrim.esm:0872A1,CWGuardWhileContestedSuspiciousOfList,1,PlayerFaction (Skyrim.esm:000DB1),crime/civic record set,candidate-extracted
Skyrim.esm,Skyrim.esm:0B3E51,DA02GuardAVoiceList,2,MaleSoldier (Skyrim.esm:01B55F); MaleNord (Skyrim.esm:013AE6),crime/civic record set,candidate-extracted
Skyrim.esm,Skyrim.esm:017176,DefaultGuardEatSleepPackages,6,DefaultGuardDayEat12x1 (Skyrim.esm:017174); DefaultGuardDayEat21x1 (Skyrim.esm:017172); DefaultGuardDayEat6x1 (Skyrim.esm:017173); DefaultGuardDaySleep0x6 (Skyrim.esm:017175); DefaultPatrolLinkedRefNoConvo (Skyrim.esm:01A733); DefaultSandboxEditorLocation512 (Skyrim.esm:01B217),crime/civic record set,candidate-extracted
Skyrim.esm,Skyrim.esm:017040,DefaultGuardPackages,2,DefaultPatrolLinkedRefNoConvo (Skyrim.esm:01A733); DefaultSandboxEditorLocation512 (Skyrim.esm:01B217),crime/civic record set,candidate-extracted
Skyrim.esm,Skyrim.esm:018C1C,dunDeadMensRespiteOlafGuardsCombatList,0,,crime/civic record set,candidate-extracted
Skyrim.esm,Skyrim.esm:0A9150,dunDeepwoodGateGuardList,2,defaultHoldPositionLinkCustom02_32UntilReleased (Skyrim.esm:0B0630); dunDeepwoodGateGuardPost2 (Skyrim.esm:0A9151),crime/civic record set,candidate-extracted
Skyrim.esm,Skyrim.esm:08A36D,dunFellglow_JailGuardPullsList,1,dunFellglow_GuardMovesToLever (Skyrim.esm:08A36E),crime/civic record set,candidate-extracted
Skyrim.esm,Skyrim.esm:02B160,dunKnifepointRidgeTowerGuardList,1,dunKnifepointRidgeTowerGuardPullLever (Skyrim.esm:02B167),crime/civic record set,candidate-extracted
Skyrim.esm,Skyrim.esm:10CD20,EnchantmentMagicka,7,ArmorGauntlets (Skyrim.esm:06C0EF); ClothingHands (Skyrim.esm:10CD13); ArmorHelmet (Skyrim.esm:06C0EE); ClothingCirclet (Skyrim.esm:10CD08); ClothingHead (Skyrim.esm:10CD11); ClothingNecklace (Skyrim.esm:10CD0A); ClothingRing (Skyrim.esm:10CD09),magic/effect record set,candidate-extracted
Skyrim.esm,Skyrim.esm:10CD2A,EnchantmentMagickaRegen,6,ClothingCirclet (Skyrim.esm:10CD08); ArmorHelmet (Skyrim.esm:06C0EE); ArmorCuirass (Skyrim.esm:06C0EC); ClothingRing (Skyrim.esm:10CD09); ClothingBody (Skyrim.esm:0A8657); ClothingHead (Skyrim.esm:10CD11),magic/effect record set,candidate-extracted
Skyrim.esm,Skyrim.esm:10CD25,EnchantmentResistMagic,3,ClothingRing (Skyrim.esm:10CD09); ArmorShield (Skyrim.esm:0965B2); ClothingNecklace (Skyrim.esm:10CD0A),magic/effect record set,candidate-extracted
Skyrim.esm,Skyrim.esm:0C13A2,FalkreathHouseOfArkayLockList,2,Runil (Skyrim.esm:01364D); Kust (Skyrim.esm:01364C),religion/theology record set,candidate-extracted
Skyrim.esm,Skyrim.esm:0A248F,GiftMiscVendor,18,VendorItemStaff (Skyrim.esm:0937A4); VendorItemSoulGem (Skyrim.esm:0937A3); VendorItemScroll (Skyrim.esm:0A0E57); VendorItemOreIngot (Skyrim.esm:0914EC); VendorItemFood (Skyrim.esm:08CDEA); VendorItemClutter (Skyrim.esm:0914E9); VendorItemBook (Skyrim.esm:0937A2); VendorItemAnimalPart (Skyrim.esm:0914EB); GiftUniversallyValuable (Skyrim.esm:0A0E55); VendorItemWeapon (Skyrim.esm:08F958); VendorItemTool (Skyrim.esm:0914EE); VendorItemPotion (Skyrim.esm:08CDEC); VendorItemJewelry (Skyrim.esm:08F95A); VendorItemGem (Skyrim.esm:0914ED); VendorItemClothing (Skyrim.esm:08F95B); VendorItemArrow (Skyrim.esm:0917E7); VendorItemArmor (Skyrim.esm:08F959); VendorItemAnimalHide (Skyrim.esm:0914EA),vendor/economy record set,candidate-extracted
Skyrim.esm,Skyrim.esm:0B3E4E,GuardVoiceTypes,3,MaleNordCommander (Skyrim.esm:0E5003); FemaleNord (Skyrim.esm:013AE7); MaleGuard (Skyrim.esm:0AA8D3),crime/civic record set,candidate-extracted
Skyrim.esm,Skyrim.esm:0A8027,HeadPartsDremora,1,DremoraRace (Skyrim.esm:0131F0),religion/theology record set,candidate-extracted
Skyrim.esm,Skyrim.esm:0A803A,HeadPartsRedguard,1,RedguardRace (Skyrim.esm:013748),crime/civic record set,candidate-extracted
Skyrim.esm,Skyrim.esm:0A803B,HeadPartsRedguardandVampire,2,RedguardRaceVampire (Skyrim.esm:088846); RedguardRace (Skyrim.esm:013748),crime/civic record set,candidate-extracted
Skyrim.esm,Skyrim.esm:08997A,KynesgroveUrielSistersFormList,2,GemmaUriel (Skyrim.esm:014040); GannaUriel (Skyrim.esm:01365D),religion/theology record set,candidate-extracted
