plugin,formid,editor_id,flags,crime_values,relations,ranks,modding_use,validation
Skyrim.esm,Skyrim.esm:0914F1,ServicesRiverwoodSleepingGiantInn,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:09F252,ServicesRoriksteadMralkiFaction,"Vendor, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0AC9D0,ServicesShorsStoneFilnjar,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0A6BFF,ServicesSolitudeAngelinesAromatics,"Vendor, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0A6C02,ServicesSolitudeBitsAndPieces,"Vendor, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0A6C03,ServicesSolitudeBlacksmith,"Vendor, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0D6AC5,ServicesSolitudeEastEmpireCompany,"Vendor, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0A6C11,ServicesSolitudeFishAddvar,"Vendor, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0B2037,ServicesSolitudeFletcher,"Vendor, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0A6C13,ServicesSolitudeFruitEvette,"Vendor, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0A6C12,ServicesSolitudeFruitJala,"Vendor, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0A6C00,ServicesSolitudeRadiantRaiments,"Vendor, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0A6C01,ServicesSolitudeStables,"Vendor, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0B2036,ServicesSolitudeSybilleStentor,"Vendor, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0A6BF9,ServicesSolitudeWinkingSkeeverInn,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0C6458,ServicesSpouseMarkarthApothecary,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0C6455,ServicesSpouseMarkarthBlacksmith,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0C6459,ServicesSpouseMarkarthInnkeeper,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0C6456,ServicesSpouseMarkarthMiscVendor,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0C6457,ServicesSpouseMarkarthSpells,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0C6469,ServicesSpouseRiftenApothecary,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0C646A,ServicesSpouseRiftenBlacksmith,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0C646B,ServicesSpouseRiftenInnkeeper,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0C646C,ServicesSpouseRiftenMiscVendor,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0C646D,ServicesSpouseRiftenSpells,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0C645F,ServicesSpouseSolitudeApothecary,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0C6460,ServicesSpouseSolitudeBlacksmith,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0C6461,ServicesSpouseSolitudeInnkeeper,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0C6462,ServicesSpouseSolitudeMiscVendor,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0C6463,ServicesSpouseSolitudeSpells,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0C645A,ServicesSpouseWhiterunApothecary,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0C645B,ServicesSpouseWhiterunBlacksmith,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0C645C,ServicesSpouseWhiterunInnkeeper,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0C645D,ServicesSpouseWhiterunMiscVendor,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0C645E,ServicesSpouseWhiterunSpells,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0C6464,ServicesSpouseWindhelmApothecary,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0C6465,ServicesSpouseWindhelmBlacksmith,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0C6466,ServicesSpouseWindhelmInnkeeper,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0C6467,ServicesSpouseWindhelmMiscVendor,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0C6468,ServicesSpouseWindhelmSpells,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0AC9DE,ServicesThievesGuildArnskar,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0D8E53,ServicesThievesGuildCaravanAtahba,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0D8E52,ServicesThievesGuildCaravanMajhad,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0D8E54,ServicesThievesGuildCaravanZaynabi,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0D8842,ServicesThievesGuildEndon,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0D8844,ServicesThievesGuildEnthir,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0D8845,ServicesThievesGuildGulumEi,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0AC9E0,ServicesThievesGuildHerluin,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0D8846,ServicesThievesGuildMallus,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0D8843,ServicesThievesGuildNiranye,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0AC9DF,ServicesThievesGuildSyndus,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0D54C4,ServicesThievesGuildTonilia,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0AC9E1,ServicesThievesGuildVanryth,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:096F82,ServicesWhiterunAnoriath,"Vendor, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:09CD47,ServicesWhiterunArcadiasCauldtron,"Vendor, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:09CAFC,ServicesWhiterunBanneredMare,"Vendor, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:09CAF5,ServicesWhiterunBelethorsGoods,"Vendor, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:09F25B,ServicesWhiterunCarlotta,"Vendor, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:09F259,ServicesWhiterunDrunkenHuntsman,"Vendor, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:10FDE8,ServicesWhiterunEorlund,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0ABB43,ServicesWhiterunFarengar,"Vendor, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:09F25A,ServicesWhiterunFralia,"Vendor, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:09CAFF,ServicesWhiterunWarmaidens,"Vendor, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0C6E40,ServicesWhiterunWarmaidensForge,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0A3F0B,ServicesWindhelmAvalAtheron,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0A3F1A,ServicesWindhelmBlacksmith,"Vendor, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0A3F01,ServicesWindhelmCandelhearthHall,"Vendor, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0A3F16,ServicesWindhelmCornerclub,"Vendor, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0A3F0E,ServicesWindhelmHillevi,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0A3F07,ServicesWindhelmNiranye,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0A3F12,ServicesWindhelmRevynSadri,"Vendor, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0A3F21,ServicesWindhelmStables,"Vendor, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0AF631,ServicesWindhelmWhitePhial,"Vendor, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0A3F1E,ServicesWindhelmWuunferth,"Vendor, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:09DA62,ServicesWinterholdBirna,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:098BA8,ServicesWinterholdCollegeColette,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:098BA0,ServicesWinterholdCollegeDrevis,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0EE9F6,ServicesWinterholdCollegeEnthir,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:098BA9,ServicesWinterholdCollegeFaralda,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:098BAA,ServicesWinterholdCollegePhinis,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:098BAB,ServicesWinterholdCollegeTolfdir,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:10C42F,ServicesWinterholdCollegeUrag,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:09DA61,ServicesWinterholdFrozenHearth,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0E7BCF,ServicesWinterholdNelacar,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0A356A,ShipsNorthwindFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0A355F,ShipsRedWaveFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,ShipsRedWaveFaction (Skyrim.esm:0A355F):Ally,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0A3594,ShipsSeaSquallFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0F18E7,ShorsStoneFilnjarsHouseFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0F18F3,ShorsStoneOdfelFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0D3E0B,ShorsStoneOdfelHouseFaction,"HiddenFromPC, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0F18F8,ShorsStoneSylgjaFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0AA0A4,SilverHandFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,dunPrisonerFaction (Skyrim.esm:0AA784):Friend; SilverHandFaction (Skyrim.esm:0AA0A4):Ally; CompanionsFaction (Skyrim.esm:048362):Enemy; PlayerFaction (Skyrim.esm:000DB1):Enemy,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0A6F88,SilverHandFactionPacified,HiddenFromPC,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,CompanionsFaction (Skyrim.esm:048362):Friend; SilverHandFactionPacified (Skyrim.esm:0A6F88):Ally,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0330B1,SkeeverFaction,HiddenFromPC,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,DraugrAllyFaction (Skyrim.esm:0E0CDB):Friend; SkeeverFaction (Skyrim.esm:0330B1):Ally; SkeletonFaction (Skyrim.esm:02D1DF):Friend; dunPrisonerFaction (Skyrim.esm:0AA784):Friend; VampireThrallFaction (Skyrim.esm:02EB13):Friend; HagravenFaction (Skyrim.esm:04359E):Friend; VampireFaction (Skyrim.esm:027242):Friend; WispFaction (Skyrim.esm:03E096):Friend; ChaurusFaction (Skyrim.esm:03C9A8):Friend; DraugrFaction (Skyrim.esm:02430D):Friend; BanditFaction (Skyrim.esm:01BCC0):Neutral; FalmerFaction (Skyrim.esm:02997E):Friend; SpiderFaction (Skyrim.esm:02997F):Friend; dunDeadMensRespiteBardFaction (Skyrim.esm:018C35):Friend,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:02D1DF,SkeletonFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,WERoad12HorsemanFaction (Skyrim.esm:10BF8F):Friend; DraugrAllyFaction (Skyrim.esm:0E0CDB):Friend; NecromancerFaction (Skyrim.esm:034B74):Friend; VampireThrallFaction (Skyrim.esm:02EB13):Friend; dunPrisonerFaction (Skyrim.esm:0AA784):Friend; VampireFaction (Skyrim.esm:027242):Friend; WarlockFaction (Skyrim.esm:026724):Ally; SpiderFaction (Skyrim.esm:02997F):Friend; SkeletonFaction (Skyrim.esm:02D1DF):Friend; SkeeverFaction (Skyrim.esm:0330B1):Friend; DraugrFaction (Skyrim.esm:02430D):Friend,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0418EA,SlaughterfishFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,SlaughterfishFaction (Skyrim.esm:0418EA):Friend,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:06BDC9,SnowShodFarmHouseFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0C13C1,SolitudeAddvarsHouseFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0C13C4,SolitudeAngelinesAromaticsFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0C13C7,SolitudeBardsCollegeFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0C13CA,SolitudeBitsAndPiecesFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
